@relation none
@attribute in_sf real
@attribute beds real
@attribute bath real
@attribute price real
@attribute year_built real
@attribute sqft real
@attribute price_per_sqft real
@attribute elevation real
@data
0.0,2.0,3.0,2999000.0,1925.0,3200.0,937.0,12.0
0.0,1.0,1.0,399000.0,1910.0,475.0,840.0,10.0
0.0,1.0,1.0,1135000.0,2005.0,715.0,1587.0,10.0
0.0,1.0,1.0,1145000.0,2005.0,700.0,1636.0,10.0
0.0,1.0,1.0,1760000.0,1969.0,950.0,1853.0,10.0
0.0,2.0,2.0,1725000.0,2005.0,976.0,1767.0,10.0
0.0,2.0,2.0,2750000.0,2007.0,1384.0,1987.0,10.0
0.0,2.0,2.0,2750000.0,2007.0,1384.0,1987.0,13.0
0.0,1.0,1.0,399000.0,1910.0,475.0,840.0,14.0
0.0,2.0,2.0,1725000.0,2005.0,1144.0,1508.0,16.0
0.0,1.0,1.0,869000.0,1988.0,670.0,1297.0,16.0
0.0,1.0,1.0,1760000.0,1969.0,950.0,1853.0,17.0
0.0,3.0,3.0,1249000.0,1962.0,1500.0,833.0,18.0
0.0,3.0,3.0,1500000.0,1962.0,1600.0,938.0,18.0
0.0,1.0,1.0,1135000.0,2005.0,715.0,1587.0,19.0
0.0,1.0,1.0,1145000.0,2005.0,700.0,1636.0,19.0
0.0,2.0,2.0,1725000.0,2005.0,976.0,1767.0,19.0
0.0,2.0,2.0,3500000.0,1925.0,1550.0,2258.0,20.0
0.0,0.0,1.0,525000.0,1940.0,525.0,1000.0,21.0
0.0,2.0,2.0,2025000.0,1940.0,1433.0,1413.0,21.0
0.0,2.0,2.0,3500000.0,1986.0,1463.0,2392.0,23.0
0.0,0.0,1.0,925000.0,1978.0,585.0,1581.0,24.0
0.0,2.0,2.0,1700000.0,1982.0,1007.0,1688.0,25.0
0.0,2.0,2.0,1700000.0,1982.0,1007.0,1688.0,25.0
0.0,0.0,1.0,449000.0,1962.0,550.0,816.0,10.0
0.0,0.0,1.0,299000.0,1930.0,400.0,748.0,12.0
0.0,1.0,1.0,695000.0,1961.0,720.0,965.0,16.0
0.0,1.0,1.0,695000.0,1961.0,720.0,965.0,16.0
0.0,4.0,5.0,17750000.0,2012.0,4476.0,3966.0,20.0
0.0,5.0,5.0,27500000.0,1930.0,7500.0,3667.0,21.0
0.0,0.0,1.0,539000.0,1957.0,485.0,1111.0,10.0
0.0,0.0,1.0,779000.0,1975.0,512.0,1521.0,10.0
0.0,1.0,1.0,925000.0,1985.0,745.0,1242.0,10.0
0.0,1.0,1.0,1319000.0,1958.0,1000.0,1319.0,10.0
0.0,2.0,2.0,4240000.0,2016.0,1741.0,2435.0,10.0
0.0,2.0,2.0,4285000.0,2016.0,1747.0,2453.0,10.0
0.0,3.0,3.0,4875000.0,2016.0,2017.0,2417.0,10.0
0.0,3.0,3.0,14950000.0,1931.0,4435.0,3371.0,10.0
0.0,3.0,3.0,10225000.0,2016.0,3007.0,3400.0,10.0
0.0,4.0,4.0,13400000.0,2016.0,3331.0,4023.0,10.0
0.0,5.0,5.0,19000000.0,2016.0,4972.0,3821.0,10.0
0.0,0.0,1.0,539000.0,1957.0,485.0,1111.0,11.0
0.0,1.0,1.0,835000.0,1963.0,700.0,1193.0,12.0
0.0,10.0,10.0,7995000.0,1910.0,6400.0,1249.0,12.0
0.0,0.0,1.0,349000.0,1960.0,400.0,873.0,13.0
0.0,1.0,1.0,588000.0,1970.0,600.0,980.0,14.0
0.0,2.0,2.0,8690000.0,2002.0,2178.0,3990.0,15.0
0.0,2.0,2.0,4195000.0,2016.0,1750.0,2397.0,15.0
0.0,2.0,2.0,4195000.0,2016.0,1742.0,2408.0,15.0
0.0,2.0,2.0,4240000.0,2016.0,1741.0,2435.0,15.0
0.0,2.0,2.0,4285000.0,2016.0,1747.0,2453.0,15.0
0.0,3.0,3.0,4875000.0,2016.0,2017.0,2417.0,15.0
0.0,3.0,3.0,5750000.0,2016.0,2196.0,2618.0,15.0
0.0,3.0,3.0,9350000.0,2016.0,3054.0,3062.0,15.0
0.0,3.0,3.0,10225000.0,2016.0,3007.0,3400.0,15.0
0.0,4.0,4.0,13150000.0,2016.0,3338.0,3939.0,15.0
0.0,4.0,4.0,13400000.0,2016.0,3331.0,4023.0,15.0
0.0,5.0,5.0,19000000.0,2016.0,4972.0,3821.0,15.0
0.0,0.0,1.0,850000.0,1924.0,546.0,1557.0,10.0
0.0,7.0,7.0,19500000.0,1994.0,4238.0,4601.0,10.0
0.0,1.0,1.0,1000000.0,1912.0,612.0,1634.0,18.0
0.0,0.0,1.0,485000.0,1902.0,310.0,1565.0,23.0
0.0,3.0,2.0,7350000.0,1999.0,2075.0,3542.0,23.0
0.0,1.0,1.0,1200000.0,1969.0,600.0,2000.0,23.0
0.0,2.0,2.0,4250000.0,2011.0,1504.0,2826.0,23.0
0.0,2.0,2.0,3600000.0,1960.0,1340.0,2687.0,24.0
0.0,2.0,2.0,3600000.0,1960.0,1340.0,2687.0,24.0
0.0,1.0,1.0,525000.0,1924.0,700.0,750.0,24.0
0.0,0.0,1.0,545000.0,1900.0,387.0,1408.0,10.0
0.0,1.0,1.0,535000.0,1900.0,450.0,1189.0,10.0
0.0,4.0,4.0,5500000.0,1923.0,3200.0,1719.0,21.0
0.0,4.0,5.0,12000000.0,1939.0,3700.0,3243.0,22.0
0.0,1.0,2.0,1850000.0,2007.0,839.0,2205.0,23.0
0.0,1.0,1.0,535000.0,1900.0,450.0,1189.0,27.0
0.0,2.0,2.0,1350000.0,1931.0,1300.0,1038.0,36.0
0.0,1.0,1.0,779000.0,1902.0,700.0,1113.0,10.0
0.0,2.0,1.0,1475000.0,1973.0,971.0,1519.0,10.0
0.0,2.0,2.0,1385000.0,1971.0,962.0,1440.0,10.0
0.0,1.0,1.0,779000.0,1902.0,700.0,1113.0,13.0
0.0,1.0,1.0,649000.0,1929.0,800.0,811.0,25.0
0.0,0.0,1.0,725000.0,1960.0,600.0,1208.0,26.0
0.0,2.0,1.0,925000.0,1941.0,790.0,1171.0,27.0
0.0,1.0,1.0,965000.0,1961.0,787.0,1226.0,27.0
0.0,2.0,1.0,1250000.0,1922.0,1145.0,1092.0,30.0
0.0,1.0,1.0,650000.0,1907.0,720.0,903.0,32.0
0.0,2.0,1.0,385000.0,1999.0,820.0,470.0,8.0
0.0,2.0,2.0,1695000.0,2012.0,1051.0,1613.0,16.0
0.0,1.0,1.0,600000.0,1899.0,1060.0,566.0,8.0
0.0,2.0,1.0,910000.0,1899.0,1060.0,858.0,8.0
0.0,8.0,7.0,2300000.0,1910.0,4180.0,550.0,9.0
0.0,1.0,1.0,600000.0,1899.0,1060.0,566.0,10.0
0.0,2.0,1.0,910000.0,1899.0,1060.0,858.0,10.0
0.0,2.0,2.0,1599000.0,1973.0,1400.0,1142.0,10.0
0.0,2.0,2.0,4625000.0,1987.0,1695.0,2729.0,10.0
0.0,0.0,1.0,325000.0,1910.0,375.0,867.0,11.0
0.0,2.0,2.0,1599000.0,1973.0,1400.0,1142.0,14.0
0.0,2.0,2.0,1965000.0,2005.0,1330.0,1477.0,16.0
0.0,1.0,1.0,735000.0,1928.0,800.0,919.0,22.0
0.0,2.0,2.0,4625000.0,1987.0,1695.0,2729.0,29.0
0.0,1.0,1.0,749000.0,2011.0,762.0,983.0,10.0
0.0,1.0,1.0,499999.0,2011.0,669.0,747.0,35.0
0.0,1.0,1.0,749000.0,2011.0,762.0,983.0,35.0
0.0,2.0,2.0,904000.0,1920.0,1503.0,601.0,10.0
0.0,2.0,2.0,904000.0,1920.0,1503.0,601.0,10.0
0.0,2.0,1.0,559900.0,1925.0,1200.0,467.0,51.0
0.0,2.0,1.0,545000.0,1939.0,1049.0,520.0,39.0
0.0,2.0,1.0,365000.0,1925.0,700.0,521.0,73.0
0.0,2.0,1.0,365000.0,1925.0,700.0,521.0,73.0
0.0,1.0,1.0,935000.0,1910.0,1102.0,848.0,8.0
0.0,0.0,1.0,820000.0,2013.0,533.0,1538.0,8.0
0.0,0.0,1.0,835000.0,2013.0,501.0,1667.0,8.0
0.0,1.0,1.0,935000.0,1910.0,1102.0,848.0,10.0
0.0,1.0,1.0,1420000.0,2004.0,768.0,1849.0,10.0
0.0,1.0,1.0,1550000.0,2004.0,794.0,1952.0,10.0
0.0,2.0,2.0,1635000.0,2004.0,957.0,1708.0,10.0
0.0,1.0,1.0,1550000.0,2004.0,794.0,1952.0,11.0
0.0,1.0,1.0,1780000.0,2007.0,988.0,1802.0,14.0
0.0,2.0,2.0,2800000.0,2007.0,1308.0,2141.0,14.0
0.0,1.0,1.0,411500.0,1921.0,586.0,702.0,6.0
0.0,2.0,2.0,2175000.0,1999.0,1569.0,1386.0,10.0
0.0,2.0,2.0,1995000.0,1996.0,1044.0,1911.0,10.0
0.0,2.0,2.0,2235000.0,1999.0,1548.0,1444.0,14.0
0.0,4.0,4.0,8800000.0,1941.0,3382.0,2602.0,15.0
0.0,2.0,2.0,1850000.0,1996.0,1044.0,1772.0,17.0
0.0,2.0,2.0,1995000.0,1996.0,1044.0,1911.0,17.0
0.0,1.0,1.0,1695000.0,1927.0,680.0,2493.0,17.0
0.0,1.0,1.0,1495000.0,1962.0,1125.0,1329.0,19.0
0.0,2.0,2.0,2200000.0,2000.0,1044.0,2107.0,2.0
0.0,0.5,1.0,384900.0,1962.0,540.0,713.0,10.0
0.0,1.0,1.0,515000.0,1962.0,725.0,710.0,10.0
0.0,3.0,2.0,1950000.0,1956.0,1600.0,1219.0,10.0
0.0,0.0,1.0,307000.0,1910.0,330.0,930.0,15.0
0.0,2.0,2.0,1735000.0,1980.0,1585.0,1095.0,18.0
0.0,3.0,3.0,1850000.0,2005.0,1353.0,1367.0,8.0
0.0,3.0,3.0,1850000.0,2005.0,1353.0,1367.0,10.0
0.0,2.0,2.0,1995000.0,1986.0,1406.0,1419.0,14.0
0.0,2.0,2.0,2900000.0,1987.0,1600.0,1813.0,24.0
0.0,2.0,2.0,2499000.0,2004.0,1658.0,1507.0,24.0
0.0,2.0,2.0,1575000.0,1930.0,1324.0,1190.0,33.0
0.0,3.0,3.0,1495000.0,1990.0,1360.0,1099.0,0.0
0.0,1.0,1.0,529000.0,1986.0,650.0,814.0,0.0
0.0,3.0,3.0,2695000.0,2006.0,1991.0,1354.0,1.0
0.0,3.0,3.0,2695000.0,2006.0,1991.0,1354.0,1.0
0.0,4.0,3.0,3895000.0,2001.0,2277.0,1711.0,0.0
1.0,1.0,1.0,550000.0,1982.0,724.0,760.0,24.0
1.0,2.0,2.0,849000.0,1982.0,1030.0,824.0,24.0
1.0,3.0,2.0,1750000.0,1900.0,2950.0,593.0,26.0
1.0,1.0,1.0,799000.0,2008.0,847.0,943.0,29.0
1.0,1.0,1.5,899000.0,1997.0,1453.0,619.0,3.0
1.0,1.0,1.0,598000.0,2005.0,534.0,1120.0,5.0
1.0,1.0,2.0,1088000.0,1998.0,1086.0,1002.0,6.0
1.0,1.0,1.0,798000.0,1926.0,769.0,1038.0,10.0
1.0,1.0,1.0,798000.0,1926.0,769.0,1038.0,10.0
1.0,1.0,1.0,1495000.0,1927.0,2275.0,657.0,10.0
1.0,4.0,4.0,4300000.0,2006.0,3321.0,1295.0,10.0
1.0,1.0,1.0,699000.0,2008.0,756.0,925.0,12.0
1.0,2.0,2.0,334905.0,2000.0,1047.0,320.0,12.0
1.0,1.0,1.5,849000.0,1996.0,1127.0,753.0,13.0
1.0,1.0,1.5,1365000.0,1996.0,1607.0,849.0,13.0
1.0,1.0,1.0,649000.0,2011.0,674.0,963.0,14.0
1.0,3.0,3.0,1245000.0,1907.0,1503.0,828.0,23.0
1.0,1.0,1.0,649000.0,1983.0,850.0,764.0,163.0
1.0,2.0,2.0,1700000.0,1987.0,1250.0,1360.0,11.0
1.0,2.0,2.0,1980000.0,2009.0,1469.0,1348.0,0.0
1.0,2.0,2.0,3600000.0,2009.0,1652.0,2179.0,0.0
1.0,2.0,3.0,4995000.0,2009.0,2230.0,2240.0,0.0
1.0,2.0,2.0,1298000.0,2008.0,1159.0,1120.0,0.0
1.0,2.0,2.0,2149000.0,2008.0,1317.0,1632.0,0.0
1.0,3.0,2.0,1995000.0,2006.0,1362.0,1465.0,3.0
1.0,2.0,2.0,1650000.0,1937.0,1640.0,1006.0,7.0
1.0,1.0,1.0,949000.0,2010.0,824.0,1152.0,8.0
1.0,1.0,1.0,187518.0,2000.0,670.0,280.0,12.0
1.0,3.0,2.5,1995000.0,2008.0,2354.0,847.0,23.0
1.0,3.0,2.5,1995000.0,2008.0,2354.0,847.0,23.0
1.0,2.0,2.0,2799000.0,2008.0,1328.0,2108.0,35.0
1.0,2.0,2.5,1050000.0,2000.0,1640.0,640.0,2.0
1.0,2.0,2.0,895000.0,2006.0,1113.0,804.0,3.0
1.0,1.0,1.0,998000.0,2006.0,872.0,1144.0,3.0
1.0,2.0,2.0,1659000.0,2000.0,1165.0,1424.0,4.0
1.0,1.0,1.0,788000.0,2004.0,903.0,873.0,4.0
1.0,2.0,2.0,1395000.0,2001.0,1334.0,1046.0,4.0
1.0,2.0,2.0,1299000.0,2004.0,1453.0,894.0,5.0
1.0,2.0,2.5,850000.0,2000.0,1136.0,748.0,5.0
1.0,3.0,2.5,2850000.0,2013.0,2075.0,1373.0,5.0
1.0,2.0,2.0,950000.0,2000.0,1258.0,755.0,6.0
1.0,2.0,2.0,1600000.0,2002.0,1173.0,1364.0,7.0
1.0,3.0,2.0,1275000.0,2001.0,1502.0,849.0,13.0
1.0,1.0,1.5,775000.0,2009.0,835.0,928.0,14.0
1.0,3.0,2.0,1399000.0,1892.0,1809.0,773.0,41.0
1.0,2.0,2.0,879000.0,1912.0,950.0,925.0,53.0
1.0,1.0,1.0,699000.0,1907.0,932.0,750.0,59.0
1.0,1.0,1.0,985000.0,1978.0,884.0,1114.0,11.0
1.0,1.0,1.0,725000.0,1978.0,1063.0,682.0,60.0
1.0,2.0,2.0,849000.0,1911.0,1100.0,772.0,66.0
1.0,1.0,1.0,618000.0,1973.0,705.0,877.0,72.0
1.0,2.0,2.0,5950000.0,1989.0,3700.0,1608.0,83.0
1.0,4.0,4.0,1800000.0,1948.0,2475.0,727.0,10.0
1.0,2.0,2.5,2350000.0,2008.0,1314.0,1788.0,19.0
1.0,1.0,1.0,740200.0,1920.0,989.0,748.0,41.0
1.0,1.0,1.0,699000.0,1982.0,780.0,896.0,51.0
1.0,2.0,2.0,958000.0,2005.0,915.0,1047.0,54.0
1.0,2.0,2.0,1200000.0,1909.0,1302.0,922.0,56.0
1.0,3.0,3.0,1575000.0,1993.0,2233.0,705.0,62.0
1.0,2.0,2.0,1199000.0,1964.0,1100.0,1090.0,68.0
1.0,1.0,1.0,529000.0,1966.0,791.0,669.0,69.0
1.0,1.0,1.0,699000.0,1984.0,880.0,794.0,73.0
1.0,3.0,2.0,1295000.0,1926.0,1675.0,773.0,77.0
1.0,4.0,4.0,1800000.0,1948.0,2347.0,767.0,87.0
1.0,1.0,1.0,795000.0,2000.0,990.0,803.0,7.0
1.0,2.0,2.0,779000.0,2007.0,808.0,964.0,7.0
1.0,1.0,1.5,378551.0,2000.0,1000.0,379.0,9.0
1.0,4.0,2.3,1398000.0,1904.0,2492.0,561.0,13.0
1.0,2.0,1.3,1097000.0,1904.0,1493.0,735.0,14.0
1.0,1.0,1.0,670000.0,2014.0,507.0,1321.0,20.0
1.0,2.0,2.0,1199000.0,2014.0,943.0,1271.0,20.0
1.0,2.0,2.0,1095000.0,2010.0,1135.0,965.0,30.0
1.0,1.0,2.0,795000.0,2014.0,616.0,1291.0,31.0
1.0,3.0,2.0,979000.0,1900.0,1440.0,680.0,33.0
1.0,3.0,3.0,1488888.0,1977.0,2100.0,709.0,38.0
1.0,3.0,2.0,1389000.0,1908.0,1546.0,898.0,55.0
1.0,3.0,2.0,1389000.0,1908.0,1546.0,898.0,55.0
1.0,4.0,2.0,1099000.0,1962.0,1267.0,867.0,69.0
1.0,3.0,3.5,1799000.0,1900.0,2449.0,735.0,75.0
1.0,3.0,2.0,1250000.0,1924.0,1450.0,862.0,83.0
1.0,3.0,2.0,998000.0,1907.0,1464.0,682.0,84.0
1.0,3.0,2.5,1300000.0,1975.0,1642.0,792.0,4.0
1.0,1.0,1.0,539000.0,2000.0,709.0,760.0,5.0
1.0,1.0,1.0,735000.0,1983.0,779.0,944.0,12.0
1.0,3.0,2.0,688000.0,1942.0,1441.0,477.0,34.0
1.0,2.0,1.0,859000.0,1890.0,1100.0,781.0,44.0
1.0,3.0,2.0,699000.0,1964.0,1250.0,559.0,48.0
1.0,2.0,1.0,750000.0,1924.0,980.0,765.0,48.0
1.0,3.0,2.0,549000.0,1915.0,1972.0,278.0,51.0
1.0,6.0,3.0,1600000.0,1926.0,2567.0,623.0,52.0
1.0,2.0,2.0,875000.0,1909.0,1700.0,515.0,54.0
1.0,4.0,3.0,900000.0,2003.0,1870.0,481.0,54.0
1.0,3.0,2.0,748000.0,1930.0,1522.0,491.0,54.0
1.0,2.0,1.5,749000.0,1949.0,1348.0,556.0,56.0
1.0,2.0,1.0,599000.0,1942.0,707.0,847.0,61.0
1.0,3.0,1.0,648800.0,1940.0,1325.0,490.0,66.0
1.0,2.0,2.0,649000.0,1924.0,1320.0,492.0,72.0
1.0,2.0,1.0,798888.0,1929.0,1025.0,779.0,74.0
1.0,5.0,2.0,899000.0,1972.0,1940.0,463.0,81.0
1.0,3.0,1.5,699000.0,1910.0,1625.0,430.0,94.0
1.0,3.0,2.0,749000.0,1907.0,1513.0,495.0,95.0
1.0,3.0,2.0,535000.0,1967.0,1824.0,293.0,102.0
1.0,2.0,1.0,699000.0,1913.0,900.0,777.0,108.0
1.0,2.0,1.0,699000.0,1913.0,900.0,777.0,108.0
1.0,2.0,1.0,500000.0,1958.0,1166.0,429.0,136.0
1.0,3.0,2.5,879000.0,1981.0,2111.0,416.0,139.0
1.0,3.0,2.5,879000.0,1981.0,2111.0,416.0,139.0
1.0,4.0,2.5,699900.0,1982.0,1752.0,399.0,140.0
1.0,2.0,1.0,688000.0,1950.0,1145.0,601.0,143.0
1.0,3.0,2.0,1195000.0,1907.0,1396.0,856.0,33.0
1.0,3.0,2.0,1195000.0,1907.0,1396.0,856.0,33.0
1.0,1.0,1.0,697000.0,1922.0,694.0,1004.0,50.0
1.0,5.0,3.5,3995000.0,1905.0,3350.0,1193.0,59.0
1.0,1.0,1.0,650000.0,1955.0,600.0,1083.0,74.0
1.0,1.0,1.0,650000.0,1955.0,600.0,1083.0,74.0
1.0,1.0,1.0,775000.0,1955.0,600.0,1292.0,74.0
1.0,1.0,1.0,825000.0,1955.0,600.0,1375.0,74.0
1.0,2.0,1.0,699000.0,1907.0,915.0,764.0,89.0
1.0,3.0,2.0,1495000.0,1927.0,1520.0,984.0,105.0
1.0,4.0,4.5,5200000.0,1952.0,4813.0,1080.0,238.0
1.0,2.0,2.0,989000.0,1984.0,988.0,1001.0,46.0
1.0,3.0,1.0,1095000.0,1895.0,1465.0,747.0,68.0
1.0,1.0,1.0,725000.0,1900.0,811.0,894.0,70.0
1.0,1.0,1.0,725000.0,1900.0,811.0,894.0,70.0
1.0,4.0,4.0,2650000.0,1900.0,3816.0,694.0,75.0
1.0,2.0,2.0,1680000.0,1962.0,1850.0,908.0,89.0
1.0,1.0,1.0,1199000.0,1906.0,1139.0,1053.0,91.0
1.0,3.0,2.5,799000.0,1947.0,1400.0,571.0,35.0
1.0,3.0,2.0,795000.0,1954.0,1350.0,589.0,36.0
1.0,2.0,1.0,699000.0,1944.0,995.0,703.0,41.0
1.0,3.0,2.0,848000.0,1940.0,1500.0,565.0,42.0
1.0,3.0,2.0,899000.0,1948.0,1665.0,540.0,52.0
1.0,3.0,2.0,899000.0,1948.0,1665.0,540.0,52.0
1.0,6.0,4.0,1198000.0,1937.0,1965.0,610.0,79.0
1.0,3.0,3.0,1100000.0,1925.0,2633.0,418.0,91.0
1.0,6.0,3.5,949000.0,1918.0,2473.0,384.0,97.0
1.0,5.0,5.0,2990000.0,2014.0,5000.0,598.0,108.0
1.0,4.0,3.0,1338800.0,1940.0,2330.0,575.0,119.0
1.0,3.0,2.5,1388000.0,1928.0,1905.0,729.0,160.0
1.0,3.0,2.0,989000.0,1940.0,1603.0,617.0,227.0
1.0,3.0,1.0,1295000.0,1890.0,1772.0,731.0,65.0
1.0,6.0,6.0,6895000.0,1902.0,7800.0,884.0,67.0
1.0,2.0,2.0,1725000.0,1922.0,1415.0,1219.0,86.0
1.0,3.0,3.0,1995000.0,1922.0,1915.0,1042.0,88.0
1.0,0.0,1.0,499000.0,1900.0,510.0,978.0,91.0
1.0,0.0,1.0,499000.0,1900.0,510.0,978.0,91.0
1.0,1.0,1.0,599000.0,1900.0,624.0,960.0,91.0
1.0,1.0,1.0,599000.0,1900.0,624.0,960.0,91.0
1.0,3.0,2.0,1200000.0,1929.0,1284.0,935.0,121.0
1.0,3.0,2.0,1395000.0,1909.0,1877.0,743.0,57.0
1.0,3.0,3.0,1785000.0,1925.0,1970.0,906.0,58.0
1.0,3.0,2.0,1099000.0,1905.0,1457.0,754.0,67.0
1.0,5.0,5.5,3495000.0,1921.0,4310.0,811.0,73.0
1.0,3.0,2.0,2395000.0,1929.0,2323.0,1031.0,73.0
1.0,4.0,2.5,2549000.0,1907.0,2746.0,928.0,75.0
1.0,3.0,2.0,995000.0,2000.0,1393.0,714.0,75.0
1.0,5.0,3.5,6495000.0,1906.0,4609.0,1409.0,89.0
1.0,4.0,3.0,1698000.0,1890.0,1789.0,949.0,102.0
1.0,5.0,2.0,6298000.0,1914.0,3585.0,1757.0,26.0
1.0,3.0,3.0,1139000.0,2008.0,1532.0,743.0,44.0
1.0,3.0,2.0,1080000.0,1914.0,1954.0,553.0,49.0
1.0,4.0,1.0,1050000.0,1932.0,1767.0,594.0,55.0
1.0,1.0,1.0,739900.0,1941.0,875.0,846.0,70.0
