eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
0.1,5,euclidean,auto,4,inf,20,0.0684320926666259,-0.2143,7.577,0.961,skl_DBSCAN,wine.zip
0.25,10,correlation,auto,4,1000.0,100,0.4672527313232422,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,correlation,auto,4,1000.0,20,0.4736015796661377,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,correlation,auto,4,20.0,20,0.6256451606750488,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,correlation,auto,4,inf,100,0.4694569110870361,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,correlation,auto,4,inf,20,0.4628651142120361,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,cosine,auto,4,1000.0,100,0.5227394104003906,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,cosine,auto,4,1000.0,20,0.5435593128204346,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,cosine,auto,4,20.0,20,0.7417733669281006,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,cosine,auto,4,inf,100,0.515418529510498,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,cosine,auto,4,inf,20,0.5559084415435791,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,10,euclidean,auto,4,1000.0,100,0.0527341365814209,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.25,10,euclidean,auto,4,1000.0,20,0.0524120330810546,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.25,10,euclidean,auto,4,20.0,20,0.0634915828704834,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.25,10,euclidean,auto,4,inf,100,0.0528714656829834,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.25,10,euclidean,auto,4,inf,20,0.0906434059143066,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.25,2,correlation,auto,4,1000.0,100,0.4621090888977051,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,correlation,auto,4,1000.0,20,0.4560537338256836,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,correlation,auto,4,20.0,20,0.6317431926727295,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,correlation,auto,4,inf,100,0.4595842361450195,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,correlation,auto,4,inf,20,0.4749479293823242,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,cosine,auto,4,1000.0,100,0.5575411319732666,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,cosine,auto,4,1000.0,20,0.5256268978118896,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,cosine,auto,4,20.0,20,0.7593419551849365,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,cosine,auto,4,inf,100,0.5443017482757568,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,cosine,auto,4,inf,20,0.5365514755249023,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,2,euclidean,auto,4,1000.0,100,0.0918700695037841,-0.0838,2.7127,1.1099,skl_DBSCAN,wine.zip
0.25,2,euclidean,auto,4,1000.0,20,0.0943808555603027,-0.0838,2.7127,1.1099,skl_DBSCAN,wine.zip
0.25,2,euclidean,auto,4,20.0,20,0.0595428943634033,-0.0981,2.7014,1.1077,skl_DBSCAN,wine.zip
0.25,2,euclidean,auto,4,inf,100,0.0756454467773437,-0.0838,2.7127,1.1099,skl_DBSCAN,wine.zip
0.25,2,euclidean,auto,4,inf,20,0.0993778705596923,-0.0838,2.7127,1.1099,skl_DBSCAN,wine.zip
0.25,5,correlation,auto,4,1000.0,100,0.4662737846374511,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,correlation,auto,4,1000.0,20,0.4583048820495605,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,correlation,auto,4,20.0,20,0.6323933601379395,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,correlation,auto,4,inf,100,0.4594027996063232,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,correlation,auto,4,inf,20,0.4588880538940429,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,cosine,auto,4,1000.0,100,0.5379981994628906,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,cosine,auto,4,1000.0,20,0.527381181716919,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,cosine,auto,4,20.0,20,0.7752869129180908,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,cosine,auto,4,inf,100,0.5457611083984375,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,cosine,auto,4,inf,20,0.533588171005249,0.3957,4.254,0.4572,skl_DBSCAN,wine.zip
0.25,5,euclidean,auto,4,1000.0,100,0.0824294090270996,-0.2557,7.2666,0.9738,skl_DBSCAN,wine.zip
0.25,5,euclidean,auto,4,1000.0,20,0.101924180984497,-0.2557,7.2666,0.9738,skl_DBSCAN,wine.zip
0.25,5,euclidean,auto,4,20.0,20,0.0587830543518066,-0.282,7.3024,0.977,skl_DBSCAN,wine.zip
0.25,5,euclidean,auto,4,inf,100,0.0823919773101806,-0.2557,7.2666,0.9738,skl_DBSCAN,wine.zip
0.25,5,euclidean,auto,4,inf,20,0.1014633178710937,-0.2557,7.2666,0.9738,skl_DBSCAN,wine.zip
0.5,10,correlation,auto,4,1000.0,100,0.415585994720459,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,correlation,auto,4,1000.0,20,0.4248700141906738,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,correlation,auto,4,20.0,20,0.6412689685821533,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,correlation,auto,4,inf,100,0.4142496585845947,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,correlation,auto,4,inf,20,0.4144039154052734,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,cosine,auto,4,1000.0,100,0.5219104290008545,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,cosine,auto,4,1000.0,20,0.5386817455291748,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,cosine,auto,4,20.0,20,0.7394838333129883,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,cosine,auto,4,inf,100,0.5305385589599609,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,cosine,auto,4,inf,20,0.5433447360992432,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,euclidean,auto,4,1000.0,100,0.0628924369812011,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,euclidean,auto,4,1000.0,20,0.0628340244293212,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,euclidean,auto,4,20.0,20,0.0691916942596435,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,euclidean,auto,4,inf,100,0.0625169277191162,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,10,euclidean,auto,4,inf,20,0.0624635219573974,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,correlation,auto,4,1000.0,100,0.4147558212280273,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,correlation,auto,4,1000.0,20,0.4169518947601318,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,correlation,auto,4,20.0,20,0.639352560043335,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,correlation,auto,4,inf,100,0.418541669845581,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,correlation,auto,4,inf,20,0.4143526554107666,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,cosine,auto,4,1000.0,100,0.5325155258178711,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,cosine,auto,4,1000.0,20,0.5350558757781982,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,cosine,auto,4,20.0,20,0.7357451915740967,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,cosine,auto,4,inf,100,0.5334303379058838,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,cosine,auto,4,inf,20,0.560600996017456,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,2,euclidean,auto,4,1000.0,100,0.1265151500701904,-0.0434,2.9609,1.1273,skl_DBSCAN,wine.zip
0.5,2,euclidean,auto,4,1000.0,20,0.125732421875,-0.0434,2.9609,1.1273,skl_DBSCAN,wine.zip
0.5,2,euclidean,auto,4,20.0,20,0.0695281028747558,-0.0677,2.8245,1.1397,skl_DBSCAN,wine.zip
0.5,2,euclidean,auto,4,inf,100,0.1249256134033203,-0.0434,2.9609,1.1273,skl_DBSCAN,wine.zip
0.5,2,euclidean,auto,4,inf,20,0.1368091106414795,-0.0434,2.9609,1.1273,skl_DBSCAN,wine.zip
0.5,5,correlation,auto,4,1000.0,100,0.41725754737854,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,correlation,auto,4,1000.0,20,0.412698745727539,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,correlation,auto,4,20.0,20,0.6300570964813232,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,correlation,auto,4,inf,100,0.4162454605102539,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,correlation,auto,4,inf,20,0.4134011268615722,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,cosine,auto,4,1000.0,100,0.5335128307342529,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,cosine,auto,4,1000.0,20,0.5350425243377686,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,cosine,auto,4,20.0,20,0.752305269241333,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,cosine,auto,4,inf,100,0.5142998695373535,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,cosine,auto,4,inf,20,0.5331707000732422,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.5,5,euclidean,auto,4,1000.0,100,0.1251647472381591,-0.442,6.1516,1.1306,skl_DBSCAN,wine.zip
0.5,5,euclidean,auto,4,1000.0,20,0.1247696876525878,-0.442,6.1516,1.1306,skl_DBSCAN,wine.zip
0.5,5,euclidean,auto,4,20.0,20,0.0688145160675048,-0.4586,5.9528,1.1504,skl_DBSCAN,wine.zip
0.5,5,euclidean,auto,4,inf,100,0.1329946517944336,-0.442,6.1516,1.1306,skl_DBSCAN,wine.zip
0.5,5,euclidean,auto,4,inf,20,0.0872590541839599,-0.442,6.1516,1.1306,skl_DBSCAN,wine.zip
0.75,10,correlation,auto,4,1000.0,100,0.4187161922454834,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,correlation,auto,4,1000.0,20,0.4110147953033447,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,correlation,auto,4,20.0,20,0.6343038082122803,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,correlation,auto,4,inf,100,0.4099378585815429,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,correlation,auto,4,inf,20,0.4116499423980713,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,cosine,auto,4,1000.0,100,0.521634578704834,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,cosine,auto,4,1000.0,20,0.5274450778961182,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,cosine,auto,4,20.0,20,0.7338757514953613,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,cosine,auto,4,inf,100,0.5160481929779053,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,cosine,auto,4,inf,20,0.5324459075927734,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,10,euclidean,auto,4,1000.0,100,0.1405332088470459,-0.3824,13.4609,1.296,skl_DBSCAN,wine.zip
0.75,10,euclidean,auto,4,1000.0,20,0.1439447402954101,-0.3824,13.4609,1.296,skl_DBSCAN,wine.zip
0.75,10,euclidean,auto,4,20.0,20,0.0848364830017089,-0.3115,8.7447,1.598,skl_DBSCAN,wine.zip
0.75,10,euclidean,auto,4,inf,100,0.1399328708648681,-0.3824,13.4609,1.296,skl_DBSCAN,wine.zip
0.75,10,euclidean,auto,4,inf,20,0.0900814533233642,-0.3824,13.4609,1.296,skl_DBSCAN,wine.zip
0.75,2,correlation,auto,4,1000.0,100,0.4130759239196777,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,correlation,auto,4,1000.0,20,0.410752534866333,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,correlation,auto,4,20.0,20,0.6254560947418213,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,correlation,auto,4,inf,100,0.4121091365814209,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,correlation,auto,4,inf,20,0.4122974872589111,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,cosine,auto,4,1000.0,100,0.5353610515594482,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,cosine,auto,4,1000.0,20,0.5266163349151611,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,cosine,auto,4,20.0,20,0.7189311981201172,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,cosine,auto,4,inf,100,0.5313229560852051,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,cosine,auto,4,inf,20,0.535233736038208,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,2,euclidean,auto,4,1000.0,100,0.1396360397338867,0.0242,3.6112,1.2007,skl_DBSCAN,wine.zip
0.75,2,euclidean,auto,4,1000.0,20,0.1372559070587158,0.0242,3.6112,1.2007,skl_DBSCAN,wine.zip
0.75,2,euclidean,auto,4,20.0,20,0.0869157314300537,-0.0281,3.2389,1.1802,skl_DBSCAN,wine.zip
0.75,2,euclidean,auto,4,inf,100,0.1346738338470459,0.0242,3.6112,1.2007,skl_DBSCAN,wine.zip
0.75,2,euclidean,auto,4,inf,20,0.0915422439575195,0.0242,3.6112,1.2007,skl_DBSCAN,wine.zip
0.75,5,correlation,auto,4,1000.0,100,0.4223020076751709,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,correlation,auto,4,1000.0,20,0.4111390113830566,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,correlation,auto,4,20.0,20,0.635361909866333,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,correlation,auto,4,inf,100,0.4217281341552734,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,correlation,auto,4,inf,20,0.4096779823303222,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,cosine,auto,4,1000.0,100,0.537125825881958,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,cosine,auto,4,1000.0,20,0.5651237964630127,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,cosine,auto,4,20.0,20,0.731572151184082,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,cosine,auto,4,inf,100,0.5434510707855225,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,cosine,auto,4,inf,20,0.5395152568817139,0.0,0.0,0.0,skl_DBSCAN,wine.zip
0.75,5,euclidean,auto,4,1000.0,100,0.1415438652038574,-0.4625,7.2071,1.2948,skl_DBSCAN,wine.zip
0.75,5,euclidean,auto,4,1000.0,20,0.1380188465118408,-0.4625,7.2071,1.2948,skl_DBSCAN,wine.zip
0.75,5,euclidean,auto,4,20.0,20,0.0863914489746093,-0.4817,6.3289,1.2811,skl_DBSCAN,wine.zip
0.75,5,euclidean,auto,4,inf,100,0.1343886852264404,-0.4625,7.2071,1.2948,skl_DBSCAN,wine.zip
0.75,5,euclidean,auto,4,inf,20,0.0902976989746093,-0.4625,7.2071,1.2948,skl_DBSCAN,wine.zip
1.0,10,correlation,auto,4,1000.0,100,0.4121642112731933,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,correlation,auto,4,1000.0,20,0.4111866950988769,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,correlation,auto,4,20.0,20,0.6295204162597656,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,correlation,auto,4,inf,100,0.4097576141357422,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,correlation,auto,4,inf,20,0.4176914691925049,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,cosine,auto,4,1000.0,100,0.5331926345825195,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,cosine,auto,4,1000.0,20,0.5252079963684082,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,cosine,auto,4,20.0,20,0.7360227108001709,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,cosine,auto,4,inf,100,0.5244569778442383,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,cosine,auto,4,inf,20,0.5568661689758301,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,10,euclidean,auto,4,1000.0,100,0.1908507347106933,-0.3785,22.4979,1.5316,skl_DBSCAN,wine.zip
1.0,10,euclidean,auto,4,1000.0,20,0.1904006004333496,-0.3785,22.4979,1.5316,skl_DBSCAN,wine.zip
1.0,10,euclidean,auto,4,20.0,20,0.1553657054901123,-0.4282,16.0525,1.5765,skl_DBSCAN,wine.zip
1.0,10,euclidean,auto,4,inf,100,0.1801340579986572,-0.3785,22.4979,1.5316,skl_DBSCAN,wine.zip
1.0,10,euclidean,auto,4,inf,20,0.1627471446990966,-0.3785,22.4979,1.5316,skl_DBSCAN,wine.zip
1.0,2,correlation,auto,4,1000.0,100,0.4121067523956299,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,correlation,auto,4,1000.0,20,0.4099636077880859,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,correlation,auto,4,20.0,20,0.6267907619476318,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,correlation,auto,4,inf,100,0.4172914028167724,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,correlation,auto,4,inf,20,0.4108743667602539,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,cosine,auto,4,1000.0,100,0.5237174034118652,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,cosine,auto,4,1000.0,20,0.5260953903198242,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,cosine,auto,4,20.0,20,0.7533471584320068,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,cosine,auto,4,inf,100,0.522571325302124,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,cosine,auto,4,inf,20,0.5270226001739502,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,2,euclidean,auto,4,1000.0,100,0.1634521484375,-0.039,6.5659,1.2403,skl_DBSCAN,wine.zip
1.0,2,euclidean,auto,4,1000.0,20,0.1651186943054199,-0.039,6.5659,1.2403,skl_DBSCAN,wine.zip
1.0,2,euclidean,auto,4,20.0,20,0.1710247993469238,-0.046,5.3148,1.2406,skl_DBSCAN,wine.zip
1.0,2,euclidean,auto,4,inf,100,0.1674556732177734,-0.039,6.5659,1.2403,skl_DBSCAN,wine.zip
1.0,2,euclidean,auto,4,inf,20,0.1234047412872314,-0.039,6.5659,1.2403,skl_DBSCAN,wine.zip
1.0,5,correlation,auto,4,1000.0,100,0.4257559776306152,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,correlation,auto,4,1000.0,20,0.4087426662445068,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,correlation,auto,4,20.0,20,0.6329121589660645,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,correlation,auto,4,inf,100,0.4174389839172363,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,correlation,auto,4,inf,20,0.4171178340911865,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,cosine,auto,4,1000.0,100,0.5342230796813965,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,cosine,auto,4,1000.0,20,0.5272109508514404,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,cosine,auto,4,20.0,20,0.7263329029083252,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,cosine,auto,4,inf,100,0.5215740203857422,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,cosine,auto,4,inf,20,0.5331127643585205,0.0,0.0,0.0,skl_DBSCAN,wine.zip
1.0,5,euclidean,auto,4,1000.0,100,0.1684231758117675,-0.344,14.9162,1.5233,skl_DBSCAN,wine.zip
1.0,5,euclidean,auto,4,1000.0,20,0.1725049018859863,-0.344,14.9162,1.5233,skl_DBSCAN,wine.zip
1.0,5,euclidean,auto,4,20.0,20,0.1555681228637695,-0.3976,10.7585,1.5617,skl_DBSCAN,wine.zip
1.0,5,euclidean,auto,4,inf,100,0.1711151599884033,-0.344,14.9162,1.5233,skl_DBSCAN,wine.zip
1.0,5,euclidean,auto,4,inf,20,0.1178054809570312,-0.344,14.9162,1.5233,skl_DBSCAN,wine.zip
