threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,4,1000.0,20,0.0390479564666748,0.1362,110.4672,1.9518,0.5314,0.0999,0.0715,0.0699,0.0718,0.1105,0.0531,0.0718,0.4522,skl_birch,diabetes_y.zip
0.5,50,4,100.0,100,0.0378122329711914,0.1227,107.3153,2.0462,0.5129,0.0647,0.0543,0.0526,0.0545,0.0839,0.0404,0.0545,0.4272,skl_birch,diabetes_y.zip
0.5,50,4,100.0,20,0.0388131141662597,0.1362,110.4672,1.9518,0.5314,0.0999,0.0715,0.0699,0.0718,0.1105,0.0531,0.0718,0.4522,skl_birch,diabetes_y.zip
0.5,50,4,20.0,20,0.0430684089660644,0.1623,118.4815,1.656,0.5344,0.0952,0.0712,0.0762,0.0782,0.1101,0.0606,0.0782,0.4864,skl_birch,diabetes_y.zip
0.5,50,4,inf,100,0.0388319492340087,0.1362,110.4672,1.9518,0.5314,0.0999,0.0715,0.0699,0.0718,0.1105,0.0531,0.0718,0.4522,skl_birch,diabetes_y.zip
0.5,50,4,inf,20,0.0404164791107177,0.1362,110.4672,1.9518,0.5314,0.0999,0.0715,0.0699,0.0718,0.1105,0.0531,0.0718,0.4522,skl_birch,diabetes_y.zip
0.5,50,6,1000.0,100,0.0389328002929687,0.1566,103.4476,1.7083,0.529,0.1026,0.0883,0.0758,0.0785,0.1365,0.0551,0.0785,0.4263,skl_birch,diabetes_y.zip
0.5,50,6,1000.0,20,0.0390594005584716,0.1566,103.4476,1.7083,0.529,0.1026,0.0883,0.0758,0.0785,0.1365,0.0551,0.0785,0.4263,skl_birch,diabetes_y.zip
0.5,50,6,100.0,100,0.0377116203308105,0.1333,96.1501,1.6849,0.5154,0.0749,0.0761,0.0668,0.0696,0.1176,0.0494,0.0696,0.413,skl_birch,diabetes_y.zip
0.5,50,6,100.0,20,0.0388033390045166,0.1566,103.4476,1.7083,0.529,0.1026,0.0883,0.0758,0.0785,0.1365,0.0551,0.0785,0.4263,skl_birch,diabetes_y.zip
0.5,50,6,20.0,20,0.0430471897125244,0.1723,105.9825,1.701,0.5346,0.1099,0.0732,0.0636,0.0664,0.1131,0.047,0.0664,0.4445,skl_birch,diabetes_y.zip
0.5,50,6,inf,100,0.0390107631683349,0.1566,103.4476,1.7083,0.529,0.1026,0.0883,0.0758,0.0785,0.1365,0.0551,0.0785,0.4263,skl_birch,diabetes_y.zip
0.5,50,6,inf,20,0.0404975414276123,0.1566,103.4476,1.7083,0.529,0.1026,0.0883,0.0758,0.0785,0.1365,0.0551,0.0785,0.4263,skl_birch,diabetes_y.zip
0.5,50,8,1000.0,100,0.0392303466796875,0.1399,94.3976,1.6453,0.5285,0.1072,0.0939,0.0716,0.075,0.1452,0.0505,0.075,0.4084,skl_birch,diabetes_y.zip
0.5,50,8,1000.0,20,0.0388562679290771,0.1399,94.3976,1.6453,0.5285,0.1072,0.0939,0.0716,0.075,0.1452,0.0505,0.075,0.4084,skl_birch,diabetes_y.zip
0.5,50,8,100.0,100,0.0387446880340576,0.1287,86.4745,1.7128,0.5154,0.0812,0.0869,0.0678,0.0713,0.1343,0.0485,0.0713,0.3921,skl_birch,diabetes_y.zip
0.5,50,8,100.0,20,0.0388414859771728,0.1399,94.3976,1.6453,0.5285,0.1072,0.0939,0.0716,0.075,0.1452,0.0505,0.075,0.4084,skl_birch,diabetes_y.zip
0.5,50,8,20.0,20,0.042905569076538,0.1569,92.3003,1.6597,0.5379,0.1204,0.0902,0.0714,0.0749,0.1395,0.0512,0.0749,0.4369,skl_birch,diabetes_y.zip
0.5,50,8,inf,100,0.0390589237213134,0.1399,94.3976,1.6453,0.5285,0.1072,0.0939,0.0716,0.075,0.1452,0.0505,0.075,0.4084,skl_birch,diabetes_y.zip
0.5,50,8,inf,20,0.0402216911315918,0.1399,94.3976,1.6453,0.5285,0.1072,0.0939,0.0716,0.075,0.1452,0.0505,0.075,0.4084,skl_birch,diabetes_y.zip
