eps,min_samples,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,10,cosine,auto,4,0.0339307785034179,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.5,10,euclidean,auto,4,0.0098733901977539,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.5,2,correlation,auto,4,0.0446281433105468,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
0.5,2,cosine,auto,4,0.0440673828125,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.5,2,euclidean,auto,4,0.01524019241333,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.5,5,correlation,auto,4,0.0421297550201416,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
0.5,5,cosine,auto,4,0.031442642211914,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.5,5,euclidean,auto,4,0.0098342895507812,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.75,10,correlation,auto,4,0.0413894653320312,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
0.75,10,cosine,auto,4,0.032785415649414,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.75,10,euclidean,auto,4,0.0139024257659912,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.75,2,correlation,auto,4,0.0380606651306152,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
0.75,2,cosine,auto,4,0.0296380519866943,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.75,2,euclidean,auto,4,0.0100836753845214,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.75,5,correlation,auto,4,0.0439620018005371,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
0.75,5,cosine,auto,4,0.0317623615264892,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
0.75,5,euclidean,auto,4,0.0182535648345947,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
1.0,10,correlation,auto,4,0.0425710678100585,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
1.0,10,cosine,auto,4,0.0373752117156982,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
1.0,10,euclidean,auto,4,0.0155551433563232,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
1.0,2,correlation,auto,4,0.0414843559265136,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
1.0,2,cosine,auto,4,0.034337043762207,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
1.0,2,euclidean,auto,4,0.0169858932495117,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
1.0,5,correlation,auto,4,0.0369746685028076,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,skl_DBSCAN,2d-20c-no0_y.zip
1.0,5,cosine,auto,4,0.0394325256347656,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
1.0,5,euclidean,auto,4,0.0151574611663818,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2334,skl_DBSCAN,2d-20c-no0_y.zip
