,dataset,alg,n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_depth,max_nbr_clusters,bic_eps,metric_con,metric_cat,min_nr_instances,min_y,min_rd,n_components,oblique_splits,max_oblique_features,bisecting_strategy,criteria_clf,criteria_reg,min_samples,max_eps,metric,n_jobs,eps,threshold,branching_factor,amount_initial_centers,kmax,linkage
10,adult_y,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,15.30147123336792,0.7124,30107.1814,0.4413,0.6085,-0.0031,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7583,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
11,adult_y,skl_bis_kmeans,2.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,1.1650691032409668,0.6995,31442.694,0.506,0.6064,0.0016,0.0,-0.0,0.0,0.0,0.0,0.0,0.7533,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
12,adult_y,skl_kmeans,2.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,1.194732666015625,0.6995,31442.694,0.506,0.6064,0.0016,0.0,-0.0,0.0,0.0,0.0,0.0,0.7533,,,,,,,,,,,,,,,,,,,,,,,,
13,bank,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,5.145525217056274,0.0658,1464.3779,1.4026,,,,,,,,,,3.0,2.0,0.0,,,,,,,,,,me,mape,,,,,,,,,,
14,bank,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,5.620932340621948,0.493,15940.1586,1.1461,,,,,,,,,,2.0,2.0,0.1,,,,,,2.0,False,2.0,,,,,,,,,,,,,
15,bank,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,8.661182165145874,0.9253,54085.675,0.1083,,,,,,,,,,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
16,bank,kmeans+dt,2.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,20.0,20.0,1.0749726295471191,0.9254,55437.3641,0.1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,churn_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.7287001609802246,0.0966,270.3679,3.0706,0.5318,-0.0409,0.0057,0.0111,0.0114,0.0138,0.0097,0.0114,0.6579,3.0,2.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
18,churn_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.6019120216369629,0.0008,2.5022,21.2326,0.6335,-0.0327,0.0012,0.0028,0.0032,0.003,0.0034,0.0032,0.7622,3.0,2.0,0.0,,,,,,,,,,me,mape,,,,,,,,,,
19,churn_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.4252047538757324,0.0094,19.33,11.6199,0.5049,0.0025,0.0002,0.0001,0.0004,0.0005,0.0003,0.0004,0.6187,6.0,2.0,0.0,,,,,,2.0,False,0.0,,,,,,,,,,,,,
20,churn_y,VarianceParTree,,,,,,,,,,,,,50.0,30.0,,,,,,,20.0,20.0,0.4962894916534424,0.1862,478.3022,0.7195,0.6922,-0.0242,0.0007,0.0018,0.0023,0.0018,0.0034,0.0023,0.8163,4.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
21,churn_y,kmeans+dt,2.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,50.0,0.0,,,0.0,,0.0,20.0,20.0,0.7992706298828125,0.5469,7533.3791,0.6227,0.5,-0.0002,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6133,,,,,,,,,,,,,,,,,,,,,,,,
22,churn_y,kmodes,2.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,0.6475820541381836,0.004,1.2248,44.157,0.5261,-0.0051,0.0001,-0.0001,0.0002,0.0003,0.0002,0.0002,0.6451,,,,,,,,,,,,,,,,,,4.0,,,,,,
23,churn_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.037283182144165,0.5469,7533.3791,0.6227,0.5,-0.0002,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6133,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
24,churn_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.1471755504608154,0.2962,1052.6116,0.6486,0.6674,-0.0056,0.0,-0.0003,0.0001,0.0001,0.0001,0.0001,0.7916,,,,,,,,,,,,,,,10.0,,cosine,4.0,0.1,,,,,
25,churn_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,9.719207286834717,0.2548,578.1539,0.649,0.6997,-0.0064,0.0,-0.0003,0.0002,0.0001,0.0002,0.0002,0.8215,,,,,,,,,,,,,,,20.0,inf,correlation,4.0,,,,,,
26,churn_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.3151888847351074,0.5017,5526.4573,0.6188,0.5244,-0.013,0.0008,0.0012,0.0015,0.0019,0.0012,0.0015,0.6446,,,,,,,,,,,,,,,,,euclidean,,,,,,,average
27,churn_y,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.3858578205108642,0.5016,5527.3072,0.6192,0.5243,-0.013,0.0008,0.0012,0.0015,0.0019,0.0012,0.0015,0.6445,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
28,churn_y,skl_bis_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.8143203258514404,0.5469,7533.3791,0.6227,0.5,-0.0002,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6133,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
29,churn_y,skl_kmeans,2.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,1.0772688388824463,0.5469,7533.3791,0.6227,0.5,-0.0002,0.0,-0.0003,0.0,0.0,0.0,0.0,0.6133,,,,,,,,,,,,,,,,,,,,,,,,
30,compasscorestwoyears_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,2837.967403411865,0.0041,3.4979,31.0154,0.5409,0.0803,0.0371,0.0571,0.0573,0.0538,0.0613,0.0573,0.5811,,,,,,2.0,1.0,10.0,,,,,,,,,,,,,,,,
31,compasscorestwoyears_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,270.2145240306854,0.1743,984.6352,2.3695,0.5298,0.0586,0.0255,0.0384,0.0385,0.037,0.0401,0.0385,0.5578,4.0,2.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
32,compasscorestwoyears_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,3.5101687908172607,-0.0047,142.9177,4.9797,0.5083,0.0133,0.03,0.0504,0.0505,0.0436,0.0601,0.0505,0.5917,2.0,2.0,0.0,,,,,,,,,,gini,r2,,,,,,,,,,
33,compasscorestwoyears_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,1.310206174850464,0.1124,538.3129,3.3114,0.9409,0.8817,0.5746,0.8324,0.8324,0.8349,0.8299,0.8324,0.9412,2.0,2.0,0.0,,,,,,1.0,False,2.0,,,,,,,,,,,,,
34,compasscorestwoyears_y,VarianceParTree,,,,,,,,,,,,,50.0,30.0,,,,,,,20.0,20.0,4.641835927963257,0.2517,2825.6878,0.9326,0.5002,-0.0027,0.0008,0.0011,0.0013,0.0011,0.0015,0.0013,0.5779,6.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
35,compasscorestwoyears_y,kmeans+dt,2.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,50.0,0.0,,,0.0,,0.0,20.0,20.0,0.7103815078735352,0.5444,12292.3136,0.7026,0.5031,0.0059,0.0022,0.0031,0.0032,0.0032,0.0032,0.0032,0.51,,,,,,,,,,,,,,,,,,,,,,,,
36,compasscorestwoyears_y,kmodes,2.0,,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,6.522498369216919,0.0441,90.3716,7.7002,0.5986,0.1961,0.1007,0.1538,0.1539,0.1464,0.1623,0.1539,0.6279,,,,,,,,,,,,,,,,,,4.0,,,,,,
37,compasscorestwoyears_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.2199244499206543,0.5634,13558.3653,0.6649,0.5449,0.0959,0.2411,0.1748,0.1752,0.3503,0.1168,0.1752,0.3623,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,
38,compasscorestwoyears_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.7599489688873291,0.1028,2.1028,0.6343,0.5048,0.0001,0.0001,0.0,0.0003,0.0002,0.0807,0.0003,0.7104,,,,,,,,,,,,,,,10.0,,cosine,4.0,0.1,,,,,
39,compasscorestwoyears_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,221.74381160736084,0.2114,518.4024,1.5716,0.5383,0.0841,0.3788,0.1866,0.1884,0.5504,0.1137,0.1884,0.302,,,,,,,,,,,,,,,20.0,inf,euclidean,4.0,,,,,,
40,compasscorestwoyears_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,1.843098402023316,0.5439,12283.529,0.7037,0.5035,0.0069,0.0026,0.0037,0.0038,0.0038,0.0039,0.0038,0.51,,,,,,,,,,,,,,,,,euclidean,,,,,,,average
41,compasscorestwoyears_y,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,1.8322548866271973,0.5435,12259.2098,0.7038,0.5034,0.0066,0.0025,0.0035,0.0036,0.0036,0.0036,0.0036,0.5101,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
42,compasscorestwoyears_y,skl_bis_kmeans,8.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,5.71044921875,0.5639,14599.3324,0.6837,0.5468,0.0996,0.2309,0.1738,0.1741,0.3355,0.1176,0.1741,0.3695,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
43,compasscorestwoyears_y,skl_kmeans,8.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.5486464500427246,0.564,14616.8087,0.6828,0.5465,0.099,0.2296,0.1729,0.1732,0.3336,0.1169,0.1732,0.3691,,,,,,,,,,,,,,,,,,,,,,,,
44,diabetes_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,14.886229753494264,-0.0696,0.8814,13.2028,0.512,-0.015,0.0021,0.0002,0.0034,0.0033,0.0034,0.0034,0.6178,,,,,,2.0,5.0,20.0,,,,,,,,,,,,,,,,
45,diabetes_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,0.1050138473510742,-0.0075,8.1314,6.7698,0.532,0.0287,0.0036,0.0053,0.0064,0.0056,0.0076,0.0064,0.6295,3.0,2.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
46,diabetes_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.0942549705505371,0.0343,6.3109,5.2334,0.5482,0.0321,0.0056,0.011,0.0124,0.0087,0.022,0.0124,0.6991,12.0,2.0,0.1,,,,,,,,,,me,mape,,,,,,,,,,
47,diabetes_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.0787992477416992,0.1653,115.419,2.1925,0.5137,0.0126,0.0014,0.0011,0.0022,0.0021,0.0023,0.0022,0.5692,8.0,2.0,0.0,,,,,,2.0,False,1.0,,,,,,,,,,,,,
48,diabetes_y,VarianceParTree,,,,,,,,,,,,,50.0,30.0,,,,,,,20.0,20.0,0.0681746006011962,0.0091,36.1129,3.1858,0.4998,-0.033,0.0205,0.0345,0.0356,0.0317,0.0406,0.0356,0.5937,12.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
49,diabetes_y,kmeans+dt,2.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,20.0,20.0,0.0395169258117675,0.1724,133.318,2.1788,0.5435,0.0825,0.0295,0.044,0.0449,0.0456,0.0443,0.0449,0.5742,,,,,,,,,,,,,,,,,,,,,,,,
50,diabetes_y,kmodes,2.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,0.0864579677581787,-0.0011,11.9199,6.6544,0.5128,0.0101,0.0009,0.0004,0.0015,0.0014,0.0015,0.0015,0.5702,,,,,,,,,,,,,,,,,,4.0,,,,,,
51,diabetes_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0108954906463623,0.2015,93.0585,1.1694,0.5628,0.1519,0.0978,0.1008,0.1043,0.1511,0.0796,0.1043,0.5153,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,
52,diabetes_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.0173332691192626,0.0176,42.8383,2.0891,0.499,0.0078,0.0086,0.006,0.0097,0.0133,0.0076,0.0097,0.4964,,,,,,,,,,,,,,,10.0,,correlation,4.0,0.1,,,,,
53,diabetes_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,1.930267333984375,0.2777,47.0489,1.1862,0.5474,0.0175,0.0031,0.0062,0.0079,0.0048,0.0217,0.0079,0.7203,,,,,,,,,,,,,,,20.0,inf,correlation,4.0,,,,,,
54,diabetes_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0097582340240478,0.4601,26.3077,0.9515,0.5482,0.0101,0.0039,0.0092,0.0113,0.0061,0.0859,0.0113,0.7357,,,,,,,,,,,,,,,,,euclidean,,,,,,,average
55,diabetes_y,skl_birch,6.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0430471897125244,0.1723,105.9825,1.701,0.5346,0.1099,0.0732,0.0636,0.0664,0.1131,0.047,0.0664,0.4445,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
56,diabetes_y,skl_bis_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.0513486862182617,0.1959,151.5,2.0119,0.5603,0.1137,0.04,0.0608,0.0617,0.0618,0.0617,0.0617,0.5961,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
57,diabetes_y,skl_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.0508873462677001,0.1959,151.5,2.0119,0.5603,0.1137,0.04,0.0608,0.0617,0.0618,0.0617,0.0617,0.5961,,,,,,,,,,,,,,,,,,,,,,,,
58,fico,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,2.2339253425598145,0.6575,7676.7968,0.3127,,,,,,,,,,2.0,2.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
59,fico,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,1.622607707977295,0.6613,7820.7431,0.295,,,,,,,,,,3.0,2.0,0.0,,,,,,,,,,gini,mape,,,,,,,,,,
60,fico,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.1306118965148926,0.6613,7820.7431,0.295,,,,,,,,,,2.0,2.0,0.0,,,,,,1.0,False,2.0,,,,,,,,,,,,,
61,fico,VarianceParTree,,,,,,,,,,,,,5.0,30.0,,,,,,,20.0,20.0,2.035041332244873,0.6613,7820.7431,0.295,,,,,,,,,,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
62,fico,kmeans+dt,2.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,50.0,0.0,,,0.0,,0.0,20.0,20.0,0.7151618003845215,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,fico,kmodes,4.0,,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,11.577805519104004,0.0708,3018.1207,3.595,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
64,fico,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.1516909599304199,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
65,fico,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.0946314334869384,0.6629,3919.5693,0.2586,,,,,,,,,,,,,,,,,,,,,,,,10.0,,euclidean,4.0,0.5,,,,,
66,fico,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,294.5669734477997,0.6631,2650.1534,0.9975,,,,,,,,,,,,,,,,,,,,,,,,20.0,inf,euclidean,4.0,,,,,,
67,fico,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,1.7738616466522217,0.8043,39.5993,0.1369,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,,,,,,single
68,fico,skl_birch,4.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,4.421982049942017,0.0661,1708.2367,2.4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
69,fico,skl_bis_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.702094316482544,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
70,fico,skl_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,1.1396384239196775,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,german_credit_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,13.352562427520752,0.002,1.0715,14.5763,0.6422,0.1875,0.0865,0.201,0.2019,0.1416,0.3518,0.2019,0.77,,,,,,2.0,3.0,20.0,,,,,,,,,,,,,,,,
72,german_credit_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.3297374248504638,0.0508,49.3957,3.9931,0.4996,-0.0287,0.0177,0.0283,0.0291,0.029,0.0292,0.0291,0.5704,4.0,2.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
73,german_credit_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.1374878883361816,0.0081,16.6566,4.7661,0.5651,0.0417,0.0044,0.008,0.009,0.0072,0.0121,0.009,0.6907,6.0,2.0,0.1,,,,,,,,,,gini,mape,,,,,,,,,,
74,german_credit_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.0904979705810546,0.0878,36.0571,3.2253,0.5644,0.0343,0.0032,0.0056,0.0066,0.0052,0.0093,0.0066,0.6953,6.0,2.0,0.0,,,,,,1.0,False,0.0,,,,,,,,,,,,,
75,german_credit_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,0.1054210662841796,0.0819,90.2267,3.2377,0.5058,0.0103,0.0032,0.0042,0.005,0.0053,0.0047,0.005,0.5453,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
76,german_credit_y,kmeans+dt,2.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,20.0,20.0,1.0445587635040283,0.1711,181.23,1.9278,0.5264,0.009,0.0004,-0.0003,0.0006,0.0006,0.0006,0.0006,0.6121,,,,,,,,,,,,,,,,,,,,,,,,
77,german_credit_y,kmodes,2.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,0.3246877193450928,0.033,24.3348,5.549,0.5313,0.0288,0.0031,0.0044,0.0053,0.0051,0.0054,0.0053,0.6059,,,,,,,,,,,,,,,,,,4.0,,,,,,
78,german_credit_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0123469829559326,0.1717,181.7658,1.9086,0.5274,0.0096,0.0004,-0.0002,0.0007,0.0006,0.0007,0.0007,0.6143,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,
79,german_credit_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.0165755748748779,0.1324,2.804,1.3116,0.5812,0.0053,0.0024,0.0057,0.0077,0.0039,0.1672,0.0077,0.7613,,,,,,,,,,,,,,,10.0,,cosine,4.0,0.25,,,,,
80,german_credit_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,4.559878349304199,0.0376,17.8439,1.5894,0.5764,0.0072,0.0005,-0.0002,0.0013,0.0008,0.0047,0.0013,0.7483,,,,,,,,,,,,,,,20.0,inf,cosine,4.0,,,,,,
81,german_credit_y,skl_agglomerativeClust,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0165448188781738,0.2699,2.735,0.593,0.5804,0.0027,0.0012,0.0019,0.0039,0.002,0.1524,0.0039,0.7613,,,,,,,,,,,,,,,,,euclidean,,,,,,,single
82,german_credit_y,skl_birch,2.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.0619113445281982,0.1632,163.7111,2.0037,0.5308,0.0149,0.0008,0.0006,0.0015,0.0014,0.0016,0.0015,0.619,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
83,german_credit_y,skl_bis_kmeans,2.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,1.0608317852020264,0.1717,181.7658,1.9086,0.5274,0.0096,0.0004,-0.0002,0.0007,0.0006,0.0007,0.0007,0.6143,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
84,german_credit_y,skl_kmeans,2.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,1.1263427734375,0.1717,181.7658,1.9086,0.5274,0.0096,0.0004,-0.0002,0.0007,0.0006,0.0007,0.0007,0.6143,,,,,,,,,,,,,,,,,,,,,,,,
85,home,CLTree,,,,,,,,,,,,,,,,,,,,,,,7.01271915435791,0.0235,3.1891,7.2288,0.4995,-0.0044,0.0124,0.0215,0.0234,0.018,0.0335,0.0234,0.6268,,,,,,2.0,5.0,10.0,,,,,,,,,,,,,,,,
86,home,CenterParTree2,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.0730683803558349,0.1702,121.1687,1.5996,0.5157,0.0313,0.0143,0.0196,0.021,0.0208,0.0213,0.021,0.5262,4.0,2.0,0.2,cos,jaccard,,,,,,,,,,,,,,,,,,,
87,home,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.0643815994262695,0.1702,121.1687,1.5996,0.5157,0.0313,0.0143,0.0196,0.021,0.0208,0.0213,0.021,0.5262,12.0,2.0,0.2,,,,,,,,,,gini,mape,,,,,,,,,,
