,index,n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,labels_as_tree_leaves,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_depth,max_nbr_clusters,bic_eps,eps,min_samples,metric,n_jobs,linkage,amount_initial_centers,kmax,criteria_clf,criteria_reg,depth_factor,metric_con,metric_cat,max_eps,n_components,oblique_splits,max_oblique_features,min_nr_instances,min_y,min_rd,threshold,branching_factor
10,122,,,,20.0,20.0,0.3733060359954834,0.2038,1107.9376,1.9418,,,,,,,,,,PrincipalParTree,wine,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,1.0,False,2.0,,,,,
11,95,,,,20.0,20.0,0.4052777290344238,0.1763,461.0996,2.0062,,,,,,,,,,ImpurityParTree2,wine,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.1,,,,,,,,me,r2,,,,,,,,,,,,
12,20,,,,20.0,20.0,0.7511820793151855,0.0432,483.6025,2.9698,,,,,,,,,,CenterParTree2,wine,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
13,18,2.0,,,20.0,20.0,0.7696073055267334,0.3434,267.6299,1.3207,0.8279,0.6536,0.3466,0.5318,0.5324,0.5249,0.5401,0.5324,0.841,skl_kmeans,wdbc_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11,2.0,,,20.0,20.0,0.7350480556488037,0.3434,267.6299,1.3207,0.8279,0.6536,0.3466,0.5318,0.5324,0.5249,0.5401,0.5324,0.841,skl_bis_kmeans,wdbc_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,largest_cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,18,2.0,,,20.0,20.0,0.034163475036621,0.3319,246.8821,1.381,0.7946,0.5865,0.3016,0.4626,0.4633,0.4568,0.47,0.4633,0.8101,skl_birch,wdbc_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
16,165,2.0,,,20.0,20.0,0.0066766738891601,0.3324,252.3979,1.3131,0.866,0.7299,0.4076,0.6322,0.6327,0.6173,0.649,0.6327,0.878,skl_agglomerativeClust,wdbc_y,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,average,,,,,,,,,,,,,,,,
17,53,,,,20.0,20.0,2.77998948097229,-0.2707,3.5108,1.4305,0.4787,-0.0244,0.2427,0.0993,0.1569,0.3675,0.0997,0.1569,0.4234,skl_OPTICS,wdbc_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
18,74,,,,20.0,20.0,0.009070873260498,0.1211,137.2127,2.4526,0.8256,0.6548,0.4652,0.5734,0.5743,0.7046,0.4847,0.5743,0.8224,skl_DBSCAN,wdbc_y,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,10.0,cosine,4.0,,,,,,,,,,,,,,,,,
19,116,,,,20.0,20.0,0.0217523574829101,0.3434,267.6299,1.3207,0.8279,0.6536,0.3466,0.5318,0.5324,0.5249,0.5401,0.5324,0.841,pyc_xmeans,wdbc_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
20,11,10.0,,,20.0,20.0,2.0842294692993164,-0.0566,24.7523,4.3779,0.5215,0.0881,0.2816,0.189,0.1934,0.4265,0.1251,0.1934,0.337,kmodes,wdbc_y,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
21,93,4.0,,,20.0,20.0,0.8720953464508057,0.1278,126.1418,1.636,0.7855,0.5754,0.4095,0.4842,0.4858,0.6201,0.3994,0.4858,0.7798,kmeans+dt,wdbc_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,3.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
22,185,,,,20.0,20.0,0.2663986682891845,0.256,167.5821,1.6218,0.7681,0.5335,0.2681,0.4102,0.411,0.4059,0.4163,0.411,0.7852,VarianceParTree,wdbc_y,,,,,,,,,,,,,5.0,3.0,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
23,782,,,,20.0,20.0,0.4960436820983886,0.2963,130.1158,1.4565,0.8486,0.6966,0.3983,0.5768,0.5779,0.6032,0.5547,0.5779,0.8554,PrincipalParTree,wdbc_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,6.0,0.2,,,,,,,,,,,,,,3.0,False,1.0,,,,,
24,1459,,,,20.0,20.0,0.5146899223327637,0.256,167.5821,1.6218,0.7681,0.5335,0.2681,0.4102,0.411,0.4059,0.4163,0.411,0.7852,ImpurityParTree2,wdbc_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,3.0,2.0,0.0,,,,,,,,entropy,r2,,,,,,,,,,,,
25,150,,,,20.0,20.0,1.1867775917053225,0.0421,95.2788,4.4365,0.6588,0.3314,0.3142,0.3573,0.3586,0.4758,0.2878,0.3586,0.623,CenterParTree2,wdbc_y,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,2.0,10.0,0.0,,,,,,,,,,,cos,jaccard,,,,,,,,,
26,4,12.0,,,20.0,20.0,0.5635433197021484,0.1906,256.4675,1.4279,0.738,0.1154,0.4479,0.2288,0.237,0.3232,0.187,0.237,0.2646,skl_kmeans,vehicle_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,18,12.0,,,20.0,20.0,1.7910964488983154,0.172,218.2427,1.6216,0.7258,0.1207,0.3717,0.2005,0.2098,0.2683,0.1723,0.2098,0.283,skl_bis_kmeans,vehicle_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4,10.0,,,20.0,20.0,0.0478987693786621,0.1706,245.0336,1.447,0.7258,0.1298,0.3928,0.217,0.2244,0.2835,0.1857,0.2244,0.294,skl_birch,vehicle_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
29,67,10.0,,,20.0,20.0,0.0132784843444824,0.153,244.4034,1.5392,0.7362,0.1678,0.5118,0.2863,0.293,0.3694,0.2428,0.293,0.3285,skl_agglomerativeClust,vehicle_y,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,ward,,,,,,,,,,,,,,,,
30,46,,,,20.0,20.0,2.1961793899536133,-0.1835,6.1127,1.3112,0.6496,0.0064,0.6304,0.1288,0.2596,0.455,0.1816,0.2596,0.2317,skl_OPTICS,vehicle_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
31,291,,,,20.0,20.0,0.0023531913757324,-0.4383,2.6073,1.4336,0.449,0.014,0.2793,0.1245,0.2052,0.2016,0.2089,0.2052,0.4024,skl_DBSCAN,vehicle_y,,,,,,,,auto,,,,,,,,,,,,,,,,1.0,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
32,193,,,,20.0,20.0,0.0352447032928466,0.1809,205.5631,1.4272,0.7464,0.0934,0.5207,0.2359,0.2472,0.3758,0.1842,0.2472,0.2292,pyc_xmeans,vehicle_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,22.0,,,,,,,,,,,,,,
33,4,10.0,,,20.0,20.0,1.903400421142578,0.0124,62.6555,4.362,0.7297,0.1342,0.3549,0.1913,0.1986,0.2561,0.1622,0.1986,0.2952,kmodes,vehicle_y,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
34,45,12.0,,,20.0,20.0,0.4760451316833496,0.0731,121.1215,2.1845,0.734,0.109,0.411,0.2051,0.2161,0.2966,0.17,0.2161,0.2603,kmeans+dt,vehicle_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
35,501,,,,20.0,20.0,1.0070383548736572,-0.0034,90.7302,2.7107,0.7135,0.1522,0.389,0.2358,0.2419,0.2807,0.2125,0.2419,0.3325,VarianceParTree,vehicle_y,,,,,,,,,,,,,5.0,30.0,,,,,,,6.0,8.0,0.2,,,,,,,,,,,,,,,,,,,,,
36,3720,,,,20.0,20.0,1.4418888092041016,0.0503,111.3015,2.1505,0.7172,0.1558,0.4327,0.2473,0.2566,0.3122,0.2178,0.2566,0.3328,PrincipalParTree,vehicle_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,8.0,12.0,0.1,,,,,,,,,,,,,,1.0,False,0.0,,,,,
37,416,,,,20.0,20.0,1.9612681865692136,0.0053,99.2417,2.7465,0.7049,0.1425,0.366,0.221,0.2271,0.2641,0.1991,0.2271,0.33,ImpurityParTree2,vehicle_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,10.0,8.0,0.0,,,,,,,,gini,mape,,,,,,,,,,,,
38,413,,,,20.0,20.0,1.164437770843506,0.0368,126.33,2.8412,0.7092,0.1797,0.3938,0.2558,0.2602,0.2842,0.2399,0.2602,0.368,CenterParTree2,vehicle_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,6.0,0.2,,,,,,,,,,,cos,jaccard,,,,,,,,,
39,0,,,,,,72.02801537513733,-0.1145,1.0606,15.2975,0.6025,0.055,0.2316,0.1397,0.1511,0.1671,0.1378,0.1511,0.3316,CLTree,vehicle_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,10.0,,
40,4,6.0,,,20.0,20.0,0.0534861087799072,0.7057,2227.4322,0.6131,0.5558,0.0946,0.0345,0.0445,0.0483,0.0518,0.0453,0.0483,0.6361,skl_kmeans,titanic_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,18,6.0,,,20.0,20.0,0.1102361679077148,0.6343,1926.6963,0.6949,0.5598,0.1055,0.0383,0.0482,0.0518,0.0575,0.0472,0.0518,0.6294,skl_bis_kmeans,titanic_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,32,6.0,,,20.0,20.0,0.0359742641448974,0.6867,2163.0844,0.61,0.5606,0.1072,0.0394,0.0498,0.0534,0.0592,0.0487,0.0534,0.6296,skl_birch,titanic_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
43,130,12.0,,,20.0,20.0,0.00929856300354,0.5038,739.9173,0.7176,0.5608,0.1074,0.0424,0.0473,0.0563,0.0637,0.0504,0.0563,0.63,skl_agglomerativeClust,titanic_y,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
44,53,,,,20.0,20.0,4.538241147994995,-0.0332,3.9549,2.8423,0.4763,-0.0056,0.2985,0.06,0.122,0.4483,0.0706,0.122,0.2323,skl_OPTICS,titanic_y,,,,,,,,auto,,,,,,,,,,,,,,,,,2.0,cosine,4.0,,,,,,,,,inf,,,,,,,,
45,228,,,,20.0,20.0,0.0134286880493164,-0.1955,1.0263,2.462,0.509,0.0457,0.1884,0.1036,0.1277,0.283,0.0825,0.1277,0.3797,skl_DBSCAN,titanic_y,,,,,,,,auto,,,,,,,,,,,,,,,,0.75,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
46,95,,,,20.0,20.0,0.0212438106536865,0.3015,1482.6517,1.0088,0.5578,0.1228,0.0771,0.0657,0.0725,0.1158,0.0528,0.0725,0.5371,pyc_xmeans,titanic_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,,,,,,,,,,,,,,
47,67,4.0,,,20.0,20.0,0.2698345184326172,0.026,13.8536,7.8423,0.6285,0.253,0.1299,0.1652,0.167,0.195,0.146,0.167,0.6552,kmodes,titanic_y,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
48,69,10.0,,,20.0,20.0,0.0411982536315918,0.0083,62.5561,4.1304,0.5147,0.0596,0.0654,0.0493,0.0523,0.0982,0.0357,0.0523,0.3697,kmeans+dt,titanic_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,50.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
49,218,,,,20.0,20.0,0.5203168392181396,0.6818,113.7069,1.2435,0.5336,0.0289,0.0177,0.0197,0.0335,0.0265,0.0453,0.0335,0.6879,VarianceParTree,titanic_y,,,,,,,,,,,,,5.0,30.0,,,,,,,6.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,
50,912,,,,20.0,20.0,0.5504448413848877,-0.1155,18.8574,7.2273,0.5241,0.0851,0.1754,0.1139,0.1176,0.2634,0.0757,0.1176,0.3387,PrincipalParTree,titanic_y,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,6.0,12.0,0.0,,,,,,,,,,,,,,1.0,False,0.0,,,,,
51,621,,,,20.0,20.0,0.7503793239593506,-0.4183,1.194,11.4489,0.5156,0.0312,0.0133,0.0071,0.0135,0.02,0.0102,0.0135,0.528,ImpurityParTree2,titanic_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,12.0,0.1,,,,,,,,gini,r2,,,,,,,,,,,,
52,163,,,,20.0,20.0,0.742598295211792,0.1368,76.443,3.0202,0.6641,0.3251,0.1509,0.2288,0.2295,0.2266,0.2325,0.2295,0.686,CenterParTree2,titanic_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,2.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
53,2,,,,,,11.5684654712677,-0.1457,1.1629,10.6755,0.5632,0.1165,0.0491,0.0641,0.0679,0.0738,0.0629,0.0679,0.6156,CLTree,titanic_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,30.0,,
54,11,2.0,,,20.0,20.0,0.0394301414489746,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,skl_kmeans,iris_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,32,2.0,,,20.0,20.0,0.0088939666748046,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,skl_bis_kmeans,iris_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,18,2.0,,,20.0,20.0,0.0031766891479492,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
57,200,2.0,,,20.0,20.0,0.0007236003875732,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,skl_agglomerativeClust,iris_y,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,single,,,,,,,,,,,,,,,,
58,39,,,,20.0,20.0,0.2895052433013916,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,skl_OPTICS,iris_y,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,euclidean,4.0,,,,,,,,,inf,,,,,,,,
59,291,,,,20.0,20.0,0.003026008605957,0.4067,104.2915,0.5024,0.7727,0.5522,0.6507,0.693,0.7006,0.5923,0.8573,0.7006,0.7526,skl_DBSCAN,iris_y,,,,,,,,auto,,,,,,,,,,,,,,,,1.0,2.0,euclidean,4.0,,,,,,,,,,,,,,,,,
60,116,,,,20.0,20.0,0.0019898414611816,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,pyc_xmeans,iris_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,
61,25,12.0,,,20.0,20.0,0.0389409065246582,-0.2064,11.5077,3.4127,0.7031,0.205,0.589,0.3208,0.3551,0.5361,0.2655,0.3551,0.392,kmodes,iris_y,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
62,45,2.0,,,20.0,20.0,0.0073294639587402,0.5818,251.3493,0.5933,0.7763,0.5681,0.6365,0.7316,0.7337,0.5794,1.0,0.7337,0.7715,kmeans+dt,iris_y,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
63,251,,,,20.0,20.0,0.1162700653076171,-0.0058,58.7745,9.3814,0.7502,0.4343,0.7185,0.57,0.5829,0.654,0.5257,0.5829,0.6205,VarianceParTree,iris_y,,,,,,,,,,,,,5.0,30.0,,,,,,,6.0,6.0,0.1,,,,,,,,,,,,,,,,,,,,,
64,187,,,,20.0,20.0,0.0828065872192382,0.3157,142.4567,0.9145,0.8773,0.7234,0.8461,0.7491,0.7541,0.7701,0.7388,0.7541,0.8152,PrincipalParTree,iris_y,,,,,,42.0,,,,,,,5.0,3.0,,,,,,,2.0,4.0,0.1,,,,,,,,,,,,,,1.0,False,1.0,,,,,
65,596,,,,20.0,20.0,0.1310420036315918,-0.1265,39.3502,4.9253,0.7144,0.3575,0.6477,0.4994,0.5177,0.5896,0.4615,0.5177,0.5717,ImpurityParTree2,iris_y,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,6.0,10.0,0.1,,,,,,,,gini,mape,,,,,,,,,,,,
66,179,,,,20.0,20.0,0.1809587478637695,-0.0975,38.1306,12.3831,0.7247,0.3373,0.6211,0.4552,0.4699,0.5654,0.402,0.4699,0.5314,CenterParTree2,iris_y,,,,,,42.0,,,,,,,5.0,30.0,,,,,,,6.0,6.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
67,4,4.0,,,20.0,20.0,0.4256117343902588,0.2888,62.1794,1.7496,0.6164,0.2507,0.2274,0.2421,0.2456,0.3484,0.1897,0.2456,0.58,skl_kmeans,ionosphere_y,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,32,4.0,,,20.0,20.0,0.5295660495758057,0.2847,53.6419,1.8396,0.6423,0.2967,0.2585,0.2919,0.2955,0.396,0.2357,0.2955,0.6225,skl_bis_kmeans,ionosphere_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,25,4.0,,,20.0,20.0,0.0191953182220459,0.2952,59.4366,1.7291,0.6667,0.3453,0.3207,0.3567,0.3599,0.4912,0.2839,0.3599,0.6469,skl_birch,ionosphere_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
70,277,4.0,,,20.0,20.0,0.0034883022308349,0.2949,59.2328,1.7022,0.6644,0.3406,0.3112,0.3479,0.3511,0.4767,0.2779,0.3511,0.6453,skl_agglomerativeClust,ionosphere_y,,,,,,,,,,,,,,,,,,,,,,,,,,euclidean,,ward,,,,,,,,,,,,,,,,
71,25,,,,20.0,20.0,0.9041423797607422,0.1798,43.1846,1.7086,0.5922,0.1985,0.2404,0.2712,0.2748,0.3683,0.2192,0.2748,0.5663,skl_OPTICS,ionosphere_y,,,,,,,,auto,,,,,,,,,,,,,,,,,20.0,correlation,4.0,,,,,,,,,inf,,,,,,,,
72,74,,,,20.0,20.0,0.0125126838684082,0.1255,14.1869,4.5843,0.7975,0.5927,0.305,0.4649,0.466,0.4672,0.4649,0.466,0.8114,skl_DBSCAN,ionosphere_y,,,,,,,,auto,,,,,,,,,,,,,,,,0.25,10.0,cosine,4.0,,,,,,,,,,,,,,,,,
73,207,,,,20.0,20.0,0.0130984783172607,0.2138,47.9537,1.8977,0.6013,0.2315,0.3039,0.2714,0.2762,0.4656,0.1964,0.2762,0.5325,pyc_xmeans,ionosphere_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,
74,95,6.0,,,20.0,20.0,0.8987231254577637,-0.0901,9.7001,5.2789,0.5716,0.181,0.2777,0.234,0.2388,0.4254,0.166,0.2388,0.4724,kmodes,ionosphere_y,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,
75,77,6.0,,,20.0,20.0,0.5144946575164795,0.2108,30.9648,2.6602,0.589,0.2125,0.2652,0.2122,0.2189,0.4063,0.1498,0.2189,0.5032,kmeans+dt,ionosphere_y,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,True,gini,best,30.0,5.0,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
76,203,,,,20.0,20.0,1.4902722835540771,-0.1573,6.781,3.5121,0.5843,0.1765,0.167,0.1702,0.1805,0.2558,0.1395,0.1805,0.5774,VarianceParTree,ionosphere_y,,,,,,,,,,,,,5.0,3.0,,,,,,,4.0,8.0,0.1,,,,,,,,,,,,,,,,,,,,,
77,59,,,,20.0,20.0,0.6076457500457764,0.1252,11.2186,4.5525,0.7943,0.5879,0.3468,0.466,0.4681,0.5312,0.4183,0.4681,0.804,PrincipalParTree,ionosphere_y,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,2.0,12.0,0.1,,,,,,,,,,,,,,2.0,False,2.0,,,,,
78,452,,,,20.0,20.0,0.5564901828765869,0.1355,11.6097,3.2767,0.6319,0.2291,0.1341,0.2625,0.2646,0.2053,0.3718,0.2646,0.7372,ImpurityParTree2,ionosphere_y,,,,,,42.0,,,,,,,50.0,30.0,,,,,,,4.0,2.0,0.1,,,,,,,,gini,mape,,,,,,,,,,,,
79,189,,,,20.0,20.0,3.352169275283813,-0.1947,6.2796,4.2792,0.5216,0.0801,0.2163,0.1754,0.1825,0.3313,0.1259,0.1825,0.4168,CenterParTree2,ionosphere_y,,,,,,42.0,,,,,,,50.0,3.0,,,,,,,6.0,8.0,0.1,,,,,,,,,,,cos,jaccard,,,,,,,,,
80,1,,,,,,81.19916939735413,-0.2993,1.4497,5.4025,0.5816,0.1976,0.3455,0.2407,0.2574,0.5292,0.1701,0.2574,0.4947,CLTree,ionosphere_y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,20.0,,
81,7,12.0,,,20.0,20.0,0.0836348533630371,0.2745,165.4033,1.0861,0.5315,0.0672,0.2243,0.1499,0.1569,0.3255,0.1033,0.1569,0.321,skl_kmeans,home,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,22,4.0,,,20.0,20.0,0.0863974094390869,0.2638,173.5005,1.303,0.5981,0.1971,0.186,0.2129,0.2158,0.2698,0.1797,0.2158,0.5656,skl_bis_kmeans,home,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,biggest_inertia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,7,12.0,,,20.0,20.0,0.0159511566162109,0.2215,115.5685,1.1924,0.5492,0.1016,0.2258,0.1712,0.1793,0.3277,0.1234,0.1793,0.4023,skl_birch,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0
84,2,10.0,,,20.0,20.0,0.0039613246917724,-0.0769,32.926,1.7808,0.6045,0.2118,0.3073,0.2439,0.2502,0.4459,0.1739,0.2502,0.4864,skl_agglomerativeClust,home,,,,,,,,,,,,,,,,,,,,,,,,,,correlation,,average,,,,,,,,,,,,,,,,
