,dataset,alg,n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_depth,max_nbr_clusters,bic_eps,metric_con,metric_cat,min_nr_instances,min_y,min_rd,n_components,oblique_splits,max_oblique_features,bisecting_strategy,criteria_clf,criteria_reg,min_samples,max_eps,metric,n_jobs,eps,threshold,branching_factor,amount_initial_centers,kmax,linkage
14,bank,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,5.440708637237549,0.1439,9908.7322,2.4143,,,,,,,,,,2.0,2.0,0.1,,,,,,1.0,False,1.0,,,,,,,,,,,,,
15,bank,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,8.661182165145874,0.9253,54085.675,0.1083,,,,,,,,,,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
16,bank,kmeans+dt,2.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,20.0,100.0,0.9981679916381836,0.9254,55437.3641,0.1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,churn_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.7287001609802246,0.0966,270.3679,3.0706,0.5318,-0.0409,0.0057,0.0111,0.0114,0.0138,0.0097,0.0114,0.6579,3.0,2.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
18,churn_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,1.2490553855895996,-0.0318,2.3624,21.1102,0.5229,-0.0625,0.0072,0.0114,0.0121,0.0173,0.0093,0.0121,0.6515,2.0,4.0,0.1,,,,,,,,,,me,mape,,,,,,,,,,
19,churn_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,0.416841983795166,0.0089,16.0982,11.613,0.5952,0.1103,0.0209,0.041,0.0413,0.0506,0.0349,0.0413,0.7034,4.0,2.0,0.1,,,,,,1.0,False,2.0,,,,,,,,,,,,,
20,churn_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,2.764916181564331,-0.1475,177.831,2.5498,0.5888,-0.0021,0.0045,0.0045,0.0074,0.0108,0.0057,0.0074,0.7134,4.0,12.0,0.1,,,,,,,,,,,,,,,,,,,,,
21,churn_y,kmeans+dt,8.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,1000.0,20.0,0.3865904808044433,0.2738,6067.6063,1.1942,0.3388,0.0016,0.0023,0.0015,0.0022,0.0056,0.0013,0.0022,0.3676,,,,,,,,,,,,,,,,,,,,,,,,
22,churn_y,kmodes,10.0,,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,3.648179054260254,-0.0599,3.4286,28.1951,0.3091,-0.0006,0.0034,0.0016,0.0026,0.0082,0.0015,0.0026,0.3025,,,,,,,,,,,,,,,,,,4.0,,,,,,
23,churn_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0401873588562011,0.1304,3620.601,2.1719,0.2944,-0.0011,0.0049,0.0023,0.0035,0.0119,0.002,0.0035,0.2641,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,
24,churn_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.1492161750793457,0.167,22.9471,1.5347,0.7176,0.0021,0.0037,0.0044,0.0121,0.009,0.0184,0.0121,0.8369,,,,,,,,,,,,,,,2.0,,correlation,4.0,0.25,,,,,
25,churn_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,15.130858421325684,-0.5974,3.35,2.7639,0.5191,-0.0207,0.0663,0.0097,0.0537,0.1601,0.0322,0.0537,0.6399,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
26,churn_y,skl_agglomerativeClust,10.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.3186869621276855,0.1909,41.7613,1.886,0.7105,-0.0212,0.008,0.0199,0.0246,0.0192,0.0341,0.0246,0.8325,,,,,,,,,,,,,,,,,correlation,,,,,,,average
27,churn_y,skl_birch,12.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,0.422839879989624,0.1239,3628.0047,2.1246,0.2929,0.0006,0.0053,0.0026,0.0037,0.0129,0.0022,0.0037,0.2588,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
28,churn_y,skl_bis_kmeans,6.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,20.0,3.6665384769439697,0.2411,5759.4923,1.2402,0.3413,0.0005,0.0029,0.002,0.0027,0.0071,0.0017,0.0027,0.373,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
29,churn_y,skl_kmeans,12.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.6985254287719727,0.1301,3689.6041,2.0501,0.2919,0.0,0.0042,0.0018,0.003,0.0102,0.0017,0.003,0.2562,,,,,,,,,,,,,,,,,,,,,,,,
30,compasscorestwoyears_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,2837.967403411865,0.0041,3.4979,31.0154,0.5409,0.0803,0.0371,0.0571,0.0573,0.0538,0.0613,0.0573,0.5811,,,,,,2.0,1.0,10.0,,,,,,,,,,,,,,,,
31,compasscorestwoyears_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1299.3097012043,0.1139,630.6012,2.8152,0.8023,0.6055,0.4694,0.548,0.548,0.6819,0.4581,0.548,0.7841,4.0,6.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
32,compasscorestwoyears_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,33.197174072265625,-0.1266,59.3343,59.0401,0.7283,0.459,0.5775,0.4869,0.4872,0.8391,0.3432,0.4872,0.682,4.0,12.0,0.1,,,,,,,,,,gini,r2,,,,,,,,,,
33,compasscorestwoyears_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,1.310206174850464,0.1124,538.3129,3.3114,0.9409,0.8817,0.5746,0.8324,0.8324,0.8349,0.8299,0.8324,0.9412,2.0,2.0,0.0,,,,,,1.0,False,2.0,,,,,,,,,,,,,
34,compasscorestwoyears_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,20.0,20.0,23.67818307876587,0.0517,997.6784,2.4828,0.7003,0.4029,0.4203,0.3847,0.385,0.6106,0.2811,0.385,0.6475,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,
35,compasscorestwoyears_y,kmeans+dt,6.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,100.0,100.0,0.7180192470550537,0.4302,6806.5274,1.0466,0.5441,0.0931,0.179,0.1516,0.1519,0.2601,0.1073,0.1519,0.4038,,,,,,,,,,,,,,,,,,,,,,,,
36,compasscorestwoyears_y,kmodes,4.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,inf,100.0,13.825592517852783,0.0586,169.4598,21.3113,0.7183,0.4379,0.3242,0.353,0.3532,0.4711,0.2825,0.3532,0.6905,,,,,,,,,,,,,,,,,,4.0,,,,,,
37,compasscorestwoyears_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.1004500389099121,0.4672,9335.2109,0.9815,0.5952,0.1935,0.2305,0.2341,0.2342,0.3349,0.1801,0.2342,0.5158,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,
38,compasscorestwoyears_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,100.0,100.0,0.0584533214569091,-0.6574,3.8945,1.2918,0.4957,-0.0156,0.0488,0.0532,0.0742,0.0709,0.0778,0.0742,0.6499,,,,,,,,,,,,,,,2.0,,euclidean,4.0,1.0,,,,,
39,compasscorestwoyears_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,221.74381160736084,0.2114,518.4024,1.5716,0.5383,0.0841,0.3788,0.1866,0.1884,0.5504,0.1137,0.1884,0.302,,,,,,,,,,,,,,,20.0,inf,euclidean,4.0,,,,,,
40,compasscorestwoyears_y,skl_agglomerativeClust,4.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,1.798607349395752,0.4432,8691.8426,1.0028,0.6078,0.2185,0.2528,0.257,0.2572,0.3673,0.1978,0.2572,0.5336,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
41,compasscorestwoyears_y,skl_birch,4.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,1.5923824310302734,0.4432,8691.8426,1.0028,0.6078,0.2185,0.2528,0.257,0.2572,0.3673,0.1978,0.2572,0.5336,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
42,compasscorestwoyears_y,skl_bis_kmeans,4.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,100.0,2.252773761749268,0.4672,9335.2109,0.9815,0.5952,0.1935,0.2305,0.2341,0.2342,0.3349,0.1801,0.2342,0.5158,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
43,compasscorestwoyears_y,skl_kmeans,10.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,0.6041090488433838,0.5511,14007.815,0.676,0.5468,0.0998,0.2513,0.1802,0.1806,0.3651,0.12,0.1806,0.3628,,,,,,,,,,,,,,,,,,,,,,,,
44,diabetes_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,14.84355330467224,-0.1238,1.2979,10.8288,0.4636,-0.004,0.0912,0.0455,0.0544,0.141,0.0337,0.0544,0.2506,,,,,,2.0,1.0,10.0,,,,,,,,,,,,,,,,
45,diabetes_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.957303524017334,-0.1479,7.8997,8.034,0.4714,0.0111,0.0537,0.0317,0.0365,0.083,0.0234,0.0365,0.2636,6.0,12.0,0.2,cos,jaccard,,,,,,,,,,,,,,,,,,,
46,diabetes_y,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.2276136875152588,-0.1153,8.0974,4.0253,0.5146,-0.0125,0.0274,0.0421,0.0453,0.0424,0.0486,0.0453,0.6254,2.0,12.0,0.2,,,,,,,,,,me,r2,,,,,,,,,,
47,diabetes_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.1806905269622802,0.1352,89.4719,1.9297,0.5368,0.103,0.0816,0.0864,0.0883,0.1262,0.0679,0.0883,0.4801,4.0,4.0,0.2,,,,,,3.0,False,0.0,,,,,,,,,,,,,
48,diabetes_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,20.0,0.3731927871704101,0.1714,93.0812,2.3784,0.6206,0.2229,0.0824,0.1361,0.137,0.1273,0.1484,0.137,0.6793,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
49,diabetes_y,kmeans+dt,12.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,1000.0,100.0,0.0833597183227539,0.0833,52.1808,2.0829,0.4914,0.0494,0.1101,0.0659,0.0721,0.1702,0.0457,0.0721,0.2993,,,,,,,,,,,,,,,,,,,,,,,,
50,diabetes_y,kmodes,2.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,100.0,100.0,0.083057165145874,0.0005,14.1192,5.6068,0.4995,-0.0281,0.0184,0.03,0.031,0.0284,0.0342,0.031,0.5819,,,,,,,,,,,,,,,,,,4.0,,,,,,
51,diabetes_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,inf,20.0,0.0223710536956787,0.1708,150.106,2.1073,0.5863,0.1719,0.0851,0.1266,0.1275,0.1316,0.1236,0.1275,0.6062,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
52,diabetes_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,20.0,20.0,0.008113145828247,-0.2555,5.0617,1.5437,0.5233,0.0734,0.1156,0.0622,0.0977,0.1787,0.0672,0.0977,0.474,,,,,,,,,,,,,,,2.0,,euclidean,4.0,1.0,,,,,
53,diabetes_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,3.5651233196258545,-0.1004,5.5103,1.2859,0.4783,0.0163,0.2454,0.0488,0.1124,0.3795,0.066,0.1124,0.3127,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
54,diabetes_y,skl_agglomerativeClust,4.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0088391304016113,0.1302,82.3534,1.9512,0.5484,0.1164,0.0821,0.0931,0.0952,0.127,0.0762,0.0952,0.5187,,,,,,,,,,,,,,,,,euclidean,,,,,,,complete
55,diabetes_y,skl_birch,6.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0388033390045166,0.1566,103.4476,1.7083,0.529,0.1026,0.0883,0.0758,0.0785,0.1365,0.0551,0.0785,0.4263,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
56,diabetes_y,skl_bis_kmeans,4.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,1000.0,100.0,0.0907673835754394,0.144,125.4347,1.6208,0.5211,0.0742,0.0753,0.0785,0.0805,0.1165,0.0615,0.0805,0.4569,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
57,diabetes_y,skl_kmeans,4.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,100.0,0.0323443412780761,0.202,144.5872,1.4952,0.5681,0.1617,0.0988,0.1054,0.1073,0.1528,0.0827,0.1073,0.5229,,,,,,,,,,,,,,,,,,,,,,,,
58,fico,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,2.2339253425598145,0.6575,7676.7968,0.3127,,,,,,,,,,2.0,2.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
59,fico,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,20.0,20.0,1.622607707977295,0.6613,7820.7431,0.295,,,,,,,,,,3.0,2.0,0.0,,,,,,,,,,gini,mape,,,,,,,,,,
60,fico,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.1306118965148926,0.6613,7820.7431,0.295,,,,,,,,,,2.0,2.0,0.0,,,,,,1.0,False,2.0,,,,,,,,,,,,,
61,fico,VarianceParTree,,,,,,,,,,,,,5.0,30.0,,,,,,,20.0,20.0,2.035041332244873,0.6613,7820.7431,0.295,,,,,,,,,,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
62,fico,kmeans+dt,2.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,100.0,20.0,0.5456204414367676,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,fico,kmodes,2.0,,Cao,11.0,300.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,2.5361363887786865,0.0395,161.5277,6.5316,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,
64,fico,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.1107847690582275,0.1506,3990.1923,1.8436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,
65,fico,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,100.0,100.0,0.0869991779327392,0.3319,2623.3631,0.4469,,,,,,,,,,,,,,,,,,,,,,,,5.0,,euclidean,4.0,0.75,,,,,
66,fico,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,100.0,41.96729898452759,-0.1864,10.9634,1.3355,,,,,,,,,,,,,,,,,,,,,,,,2.0,inf,correlation,4.0,,,,,,
67,fico,skl_agglomerativeClust,8.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,1.1625792980194092,-0.2006,1118.0628,1.2717,,,,,,,,,,,,,,,,,,,,,,,,,,cosine,,,,,,,single
68,fico,skl_birch,8.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,4.27137565612793,0.0641,979.2745,2.2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
69,fico,skl_bis_kmeans,2.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,100.0,0.6779191493988037,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
70,fico,skl_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,100.0,0.5067932605743408,0.6613,7820.7431,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,german_credit_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,13.352562427520752,0.002,1.0715,14.5763,0.6422,0.1875,0.0865,0.201,0.2019,0.1416,0.3518,0.2019,0.77,,,,,,2.0,3.0,20.0,,,,,,,,,,,,,,,,
72,german_credit_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.3297374248504638,0.0508,49.3957,3.9931,0.4996,-0.0287,0.0177,0.0283,0.0291,0.029,0.0292,0.0291,0.5704,4.0,2.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
73,german_credit_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,1.006335973739624,-0.0641,9.7435,5.0758,0.5135,0.0651,0.0214,0.0166,0.0213,0.0351,0.0152,0.0213,0.5006,4.0,10.0,0.1,,,,,,,,,,gini,mape,,,,,,,,,,
74,german_credit_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,20.0,20.0,0.7414712905883789,-0.0254,17.699,3.567,0.4612,0.0285,0.0391,0.0251,0.0293,0.064,0.019,0.0293,0.3279,4.0,12.0,0.1,,,,,,1.0,False,1.0,,,,,,,,,,,,,
75,german_credit_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,20.0,2.0306203365325928,0.0471,55.4313,2.8717,0.4622,0.0148,0.0473,0.0396,0.0417,0.0775,0.0286,0.0417,0.3616,4.0,6.0,0.1,,,,,,,,,,,,,,,,,,,,,
76,german_credit_y,kmeans+dt,8.0,True,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,gini,best,3.0,5.0,0.0,,,0.0,,0.0,1000.0,20.0,0.53407883644104,0.0691,58.3098,2.8369,0.4695,0.0288,0.0369,0.0291,0.0322,0.0604,0.022,0.0322,0.371,,,,,,,,,,,,,,,,,,,,,,,,
77,german_credit_y,kmodes,12.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,20.0,20.0,2.459357976913452,-0.0228,14.0057,4.4791,0.4507,0.0183,0.0317,0.0181,0.0219,0.0518,0.0139,0.0219,0.2895,,,,,,,,,,,,,,,,,,4.0,,,,,,
78,german_credit_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0168292522430419,0.0751,63.8353,2.5358,0.4474,0.0178,0.0704,0.046,0.049,0.1153,0.0311,0.049,0.2686,,,,,,,,,,,,,,,,,,,,,,10.0,18.0,
79,german_credit_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,0.0163590908050537,-0.2062,5.2897,1.4602,0.4835,0.0014,0.0527,0.0271,0.0528,0.0863,0.038,0.0528,0.4775,,,,,,,,,,,,,,,2.0,,correlation,4.0,0.1,,,,,
80,german_credit_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,100.0,100.0,4.711091995239258,-0.1224,3.2024,1.4611,0.4539,-0.021,0.1597,0.0307,0.0867,0.2615,0.052,0.0867,0.3894,,,,,,,,,,,,,,,2.0,inf,cosine,4.0,,,,,,
81,german_credit_y,skl_agglomerativeClust,12.0,,,,,,,,,,,,,,,,,,,,1000.0,100.0,0.0170834064483642,-0.0346,8.3601,1.703,0.5893,0.1071,0.0341,0.0463,0.0565,0.0559,0.0571,0.0565,0.6974,,,,,,,,,,,,,,,,,cosine,,,,,,,average
82,german_credit_y,skl_birch,4.0,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.0620155334472656,0.0879,96.5977,2.843,0.4847,0.0366,0.0308,0.0305,0.032,0.0505,0.0234,0.032,0.4276,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
83,german_credit_y,skl_bis_kmeans,12.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,20.0,20.0,2.648826360702514,0.0525,54.9435,2.5594,0.4387,0.0065,0.0274,0.0144,0.018,0.0449,0.0113,0.018,0.2382,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
84,german_credit_y,skl_kmeans,12.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,100.0,0.6796622276306152,0.0819,60.462,2.3298,0.4404,0.0111,0.0452,0.0259,0.0294,0.074,0.0183,0.0294,0.2372,,,,,,,,,,,,,,,,,,,,,,,,
85,home,CLTree,,,,,,,,,,,,,,,,,,,,,,,6.983112335205078,-0.066,2.3632,8.3097,0.4981,-0.0071,0.0433,0.0679,0.0728,0.0628,0.0865,0.0728,0.6219,,,,,,2.0,3.0,10.0,,,,,,,,,,,,,,,,
86,home,CenterParTree2,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,20.0,20.0,0.67181396484375,-0.0223,40.1813,3.6011,0.5177,0.0402,0.1689,0.1018,0.1084,0.2451,0.0696,0.1084,0.2613,10.0,12.0,0.1,cos,jaccard,,,,,,,,,,,,,,,,,,,
87,home,ImpurityParTree2,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,20.0,20.0,0.6427021026611328,-0.0761,18.8012,5.1364,0.5391,0.0825,0.1553,0.0953,0.1021,0.2253,0.066,0.1021,0.3218,12.0,12.0,0.1,,,,,,,,,,entropy,r2,,,,,,,,,,
