,dataset,alg,n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_depth,max_nbr_clusters,bic_eps,metric_con,metric_cat,min_nr_instances,min_y,min_rd,n_components,oblique_splits,max_oblique_features,bisecting_strategy,criteria_clf,criteria_reg,min_samples,max_eps,metric,n_jobs,eps,threshold,branching_factor,amount_initial_centers,kmax,linkage
41,2d3cno123_y,skl_kmeans,2.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,1000.0,20.0,0.0562553405761718,0.5643,1201.1235,0.6501,0.8798,0.7623,0.6486,0.8037,0.8041,0.6788,0.986,0.8041,0.8803,,,,,,,,,,,,,,,,,,,,,,,,
42,2d4c_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,9.26005482673645,0.0497,143.029,1.0843,0.535,0.2271,0.3551,0.4409,0.4417,0.2875,0.9527,0.4417,0.638,,,,,,2.0,5.0,20.0,,,,,,,,,,,,,,,,
43,2d4c_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,100.0,20.0,0.155444860458374,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
44,2d4c_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,inf,20.0,3.3171303272247314,0.7091,32131.5709,0.5546,0.9308,0.8316,1.235,0.8924,0.8929,1.0,0.8065,0.8929,0.8857,3.0,6.0,0.0,,,,,,,,,,me,mape,,,,,,,,,,
45,2d4c_y,PrincipalParTree,,,,,,,,42.0,,,,,50.0,3.0,,,,,,,inf,20.0,0.0155010223388671,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,0.2,,,,,,1.0,False,0.0,,,,,,,,,,,,,
46,2d4c_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,100.0,20.0,0.0724654197692871,0.7217,2837.7554,0.5264,0.8206,0.6414,0.6923,0.718,0.7184,0.5605,1.0,0.7184,0.801,2.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
47,2d4c_y,kmeans+dt,8.0,True,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,inf,20.0,0.0546741485595703,0.7219,34186.2013,0.3453,0.9225,0.8102,1.235,0.9003,0.9006,1.0,0.8192,0.9006,0.871,,,,,,,,,,,,,,,,,,,,,,,,
48,2d4c_y,kmodes,2.0,,Cao,11.0,100.0,,False,42.0,,,,,,,,,,,,,1000.0,20.0,0.0776717662811279,-0.1935,1.5955,1.1372,0.3218,-0.0007,0.0015,0.0004,0.0024,0.0012,0.1252,0.0024,0.5654,,,,,,,,,,,,,,,,,,4.0,,,,,,
49,2d4c_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0080869197845458,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,
50,2d4c_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,1000.0,20.0,0.0097076892852783,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,10.0,,euclidean,4.0,0.25,,,,,
51,2d4c_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,1000.0,20.0,3.12117600440979,0.4204,416.6515,1.5683,0.6728,0.3995,0.4957,0.5513,0.5519,0.4013,0.8831,0.5519,0.6911,,,,,,,,,,,,,,,20.0,inf,correlation,4.0,,,,,,
52,2d4c_y,skl_agglomerativeClust,4.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0084481239318847,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,cosine,,,,,,,single
53,2d4c_y,skl_birch,6.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0184125900268554,0.8679,10485.8379,0.1888,0.9207,0.8293,0.9815,0.8854,0.8856,0.7947,1.0,0.8856,0.8955,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
54,2d4c_y,skl_bis_kmeans,4.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,20.0,0.0467433929443359,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
55,2d4c_y,skl_kmeans,4.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,1000.0,20.0,0.0107755661010742,0.8704,36359.6418,0.1639,1.0,1.0,1.235,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
56,2d4cno9_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,4.845259189605713,0.0,0.0,0.0,0.2794,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5286,,,,,,2.0,3.0,25.0,,,,,,,,,,,,,,,,
57,2d4cno9_y,CenterParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,100.0,20.0,0.140507698059082,0.5868,1757.6866,0.6093,0.9231,0.8062,1.0842,0.8106,0.8113,0.8218,0.8011,0.8113,0.8593,8.0,4.0,0.0,cos,jaccard,,,,,,,,,,,,,,,,,,,
58,2d4cno9_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,30.0,,,,,,,100.0,20.0,0.0965597629547119,0.5585,1293.9055,0.6251,0.7348,0.4859,0.6172,0.6241,0.6248,0.4678,0.9403,0.6248,0.7108,2.0,2.0,0.1,,,,,,,,,,gini,mape,,,,,,,,,,
59,2d4cno9_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,1000.0,20.0,0.0065882205963134,0.5703,1358.6972,0.6008,0.7381,0.4941,0.6446,0.6534,0.654,0.4885,0.9888,0.654,0.7177,10.0,2.0,0.2,,,,,,1.0,False,0.0,,,,,,,,,,,,,
60,2d4cno9_y,VarianceParTree,,,,,,,,,,,,,5.0,3.0,,,,,,,1000.0,20.0,0.4807751178741455,0.5703,1358.6972,0.6008,0.7381,0.4941,0.6446,0.6534,0.654,0.4885,0.9888,0.654,0.7177,3.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,
61,2d4cno9_y,kmeans+dt,2.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,5.0,0.0,,,0.0,,0.0,1000.0,20.0,0.0092010498046875,0.5703,1358.6972,0.6008,0.7381,0.4941,0.6446,0.6534,0.654,0.4885,0.9888,0.654,0.7177,,,,,,,,,,,,,,,,,,,,,,,,
62,2d4cno9_y,kmodes,2.0,,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,1000.0,20.0,0.0551559925079345,-0.2537,0.0663,3.6875,0.2806,0.0002,0.0016,0.0001,0.0024,0.0012,0.1785,0.0024,0.5281,,,,,,,,,,,,,,,,,,4.0,,,,,,
63,2d4cno9_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0056030750274658,0.6124,2003.4732,0.5818,0.9468,0.8658,1.1473,0.8578,0.8584,0.8696,0.8475,0.8584,0.9027,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,
64,2d4cno9_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,100.0,20.0,0.0054268836975097,0.4981,765.5709,2.2581,0.9318,0.8409,1.0738,0.8802,0.8807,0.8139,0.9596,0.8807,0.8937,,,,,,,,,,,,,,,5.0,,euclidean,4.0,0.25,,,,,
65,2d4cno9_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,inf,20.0,2.1234984397888184,0.2367,183.7221,1.9464,0.6166,0.2511,0.3363,0.3378,0.3389,0.2549,0.5055,0.3389,0.5513,,,,,,,,,,,,,,,20.0,inf,correlation,4.0,,,,,,
66,2d4cno9_y,skl_agglomerativeClust,6.0,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0097057819366455,0.5867,1905.6983,0.5814,0.9285,0.809,1.2732,0.853,0.8538,0.965,0.7656,0.8538,0.8628,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
67,2d4cno9_y,skl_birch,4.0,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.0129728317260742,0.6071,1897.1233,0.5541,0.9685,0.9208,1.2191,0.9141,0.9145,0.924,0.9051,0.9145,0.9426,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
68,2d4cno9_y,skl_bis_kmeans,4.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,20.0,0.0746371746063232,0.6054,1819.3234,0.5607,0.9441,0.8597,1.1203,0.8392,0.8399,0.8491,0.8308,0.8399,0.8983,,,,,,,,,,,,largest_cluster,,,,,,,,,,,,
69,2d4cno9_y,skl_kmeans,4.0,,k-means++,11.0,100.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,1000.0,20.0,0.0451593399047851,0.6128,2003.6386,0.5795,0.9474,0.8674,1.1484,0.8587,0.8593,0.8704,0.8484,0.8593,0.9038,,,,,,,,,,,,,,,,,,,,,,,,
70,2dd31_y,CLTree,,,,,,,,,,,,,,,,,,,,,,,53.96484565734863,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,,,,,,2.0,5.0,5.0,,,,,,,,,,,,,,,,
71,2dd31_y,CenterParTree2,,,,,,,,42.0,,,,,50.0,30.0,,,,,,,1000.0,20.0,1.7749090194702148,0.4257,3334.8667,0.7752,0.7751,0.1624,1.2736,0.5262,0.5291,0.3709,0.9226,0.5291,0.3325,10.0,4.0,0.2,cos,jaccard,,,,,,,,,,,,,,,,,,,
72,2dd31_y,ImpurityParTree2,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,1000.0,20.0,17.384148836135864,0.2359,1054.9957,1.7582,0.9692,0.5568,2.6431,0.7754,0.7859,0.7697,0.8027,0.7859,0.5764,12.0,31.0,0.1,,,,,,,,,,me,mape,,,,,,,,,,
73,2dd31_y,PrincipalParTree,,,,,,,,42.0,,,,,5.0,3.0,,,,,,,inf,20.0,0.1663689613342285,0.4168,4467.6314,0.9139,0.9803,0.7036,2.9583,0.8649,0.8712,0.8615,0.8812,0.8712,0.7156,6.0,31.0,0.0,,,,,,2.0,False,2.0,,,,,,,,,,,,,
74,2dd31_y,VarianceParTree,,,,,,,,,,,,,5.0,30.0,,,,,,,1000.0,20.0,2.25327205657959,0.3751,2700.9672,0.7966,0.7549,0.1494,1.2481,0.5201,0.523,0.3635,0.9325,0.523,0.3237,2.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,
75,2dd31_y,kmeans+dt,4.0,True,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,gini,best,30.0,50.0,0.0,,,0.0,,0.0,100.0,20.0,0.0218114852905273,0.428,3351.0577,0.7824,0.7764,0.1638,1.2833,0.53,0.5329,0.3737,0.9281,0.5329,0.334,,,,,,,,,,,,,,,,,,,,,,,,
76,2dd31_y,kmodes,2.0,,Cao,11.0,500.0,,False,42.0,,,,,,,,,,,,,100.0,20.0,0.1788287162780761,-0.0761,1.8653,2.7912,0.0356,0.0,0.0036,0.0001,0.0021,0.0011,0.2593,0.0021,0.1784,,,,,,,,,,,,,,,,,,4.0,,,,,,
77,2dd31_y,pyc_xmeans,,,,,,,,,,,,,,,,,,,,,100.0,20.0,0.03377366065979,0.5045,5119.0319,0.6225,0.9729,0.6709,2.8535,0.8819,0.8859,0.831,0.9486,0.8859,0.7073,,,,,,,,,,,,,,,,,,,,,,8.0,22.0,
78,2dd31_y,skl_DBSCAN,,,,,,,,,,auto,,,,,,,,,,,1000.0,20.0,0.0805780887603759,0.3647,1922.1923,1.1365,0.5275,0.058,0.6237,0.3008,0.3024,0.1816,0.9023,0.3024,0.2415,,,,,,,,,,,,,,,5.0,,correlation,4.0,1.0,,,,,
79,2dd31_y,skl_OPTICS,,,,,,,,,,auto,,,,,,,,,,,100.0,20.0,8.120355129241943,0.3647,1922.1923,1.1365,0.5275,0.058,0.6237,0.3008,0.3024,0.1816,0.9023,0.3024,0.2415,,,,,,,,,,,,,,,20.0,inf,correlation,4.0,,,,,,
80,2dd31_y,skl_agglomerativeClust,12.0,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.1397950649261474,0.4748,3919.0591,0.7007,0.9347,0.4652,2.3679,0.8077,0.8113,0.6895,0.9853,0.8113,0.5675,,,,,,,,,,,,,,,,,euclidean,,,,,,,ward
81,2dd31_y,skl_birch,4.0,,,,,,,,,,,,,,,,,,,,1000.0,20.0,0.0412383079528808,0.4105,2968.9657,0.7955,0.7694,0.1624,1.2987,0.5385,0.5413,0.3782,0.9521,0.5413,0.3364,,,,,,,,,,,,,,,,,,,,0.5,50.0,,,
82,2dd31_y,skl_bis_kmeans,12.0,,k-means++,11.0,500.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,100.0,20.0,0.0917201042175293,0.4456,3737.8667,0.733,0.9358,0.4531,2.2878,0.7763,0.7805,0.6662,0.942,0.7805,0.5465,,,,,,,,,,,,biggest_inertia,,,,,,,,,,,,
83,2dd31_y,skl_kmeans,12.0,,k-means++,11.0,300.0,0.0001,False,42.0,True,lloyd,,,,,,,,,,,inf,20.0,0.0417060852050781,0.4735,4038.975,0.6989,0.9359,0.4594,2.3212,0.7879,0.7918,0.6759,0.9557,0.7918,0.5554,,,,,,,,,,,,,,,,,,,,,,,,
